cluster_1,,Epithelium,Epithelium,Epithelium,Other,Other,Other,Stroma,Stroma,Stroma
CSF2,ITGB1,0,0,0,0,0.11014260351657867,0.5596665143966675,0,0,0
HGF,ITGB1,0,0.11473079025745392,0.5642547011375427,0,0,0,0,0.6681095361709595,1.1176334619522095
ANGPT1,ITGB1,0,0,0,0,0,0,0,0.4274534583091736,0.8769773840904236
MDK,ITGB1,0,0,0,0,0,0,0,0.687661349773407,1.1371853351593018
FLT4,ITGB1,0,0,0,0,0.12766611576080322,0.5771900415420532,0,0,0
CXCL12,ITGB1,0,0,0,0,0.21979030966758728,0.6693142652511597,0,0.4078921377658844,0.857416033744812
VEGFD,ITGB1,0,0,0,0,0,0,0,0.14534394443035126,0.5948678851127625
RELN,ITGB1,0,0,0,0,0.1918552815914154,0.641379177570343,0,0,0
VTN,ITGB1,0,0,0,0,0,0,0,0.9302306771278381,1.3797545433044434
SEMA7A,ITGB1,0,0,0,0,0.25590142607688904,0.7054253220558167,0,0,0
THBS1,ITGB1,0,0,0,0,0,0,0,0.16811056435108185,0.6176344752311707
THBS2,ITGB1,0,0,0,0,0,0,0,0.09647615253925323,0.546000063419342
VWF,ITGB1,0,0,0,0,0.15226984024047852,0.6017937660217285,0,0,0
VCAM1,ITGB1,0,0,0,0,0.07449682801961899,0.5240207314491272,0,0.20422378182411194,0.6537476778030396
VCAN,ITGB1,0,0.07789897173643112,0.5274229049682617,0,0,0,0,0.3728581666946411,0.8223820924758911
LGALS1,ITGB1,0,0,0,0,0,0,0,0.5317151546478271,0.9812390804290771
LAMB1,ITGB1,0,0,0,0,0.09715117514133453,0.5466750860214233,0,1.0416221618652344,1.4911460876464844
LAMA4,ITGB1,0,0,0,0,0.13471940159797668,0.5842432975769043,0,0.4977914094924927,0.9473153352737427
LAMC2,ITGB1,0,0.2689989507198334,0.718522846698761,0,0,0,0,0,0
NID1,ITGB1,0,0,0,0,0,0,0,1.0498894453048706,1.4994133710861206
TNC,ITGB1,0,0,0,0,0,0,0,0.18483895063400269,0.6343628764152527
LUM,ITGB1,0,0,0,0,0,0,0,0.44544628262519836,0.894970178604126
TFF2,ITGB1,0,0,0,0,0,0,0,0,0
TFF1,ITGB1,0,0,0,0,0,0,0,0,0
COL6A3,ITGB1,0,0,0,0,0,0,0,0.7156555652618408,1.1651794910430908
LAMA3,ITGB1,0,0.1779511570930481,0.6274750828742981,0,0,0,0,0,0
FBLN1,ITGB1,0,0,0,0,0,0,0,0.4642638564109802,0.9137877821922302
ICAM4,ITGB1,0,0,0,0,0,0,0,0,0
LAMC3,ITGB1,0,0,0,0,0,0,0,1.1015156507492065,1.551039457321167
SPP1,ITGB1,0,0,0,0,0,0,0,0,0
LAMA2,ITGB1,0,0,0,0,0,0,0,1.4023182392120361,1.8518421649932861
CHAD,ITGB1,0,0,0,0,0,0,0,0,0
SPON2,ITGB1,0,0.29900798201560974,0.7485319375991821,0,0,0,0,0.17117372155189514,0.6206976175308228
COL6A6,ITGB1,0,0,0,0,0,0,0,0.19465360045433044,0.6441775560379028
THBS4,ITGB1,0,0,0,0,0,0,0,0.08170688152313232,0.5312308073043823
WISP1,ITGB1,0,0,0,0,0,0,0,0.12612171471118927,0.5756456255912781
CSF3,PLAUR,0,0,0,0,0,0,0,0,0
IL1B,PLAUR,0,0,0,0,0,0,0,0,0
KNG1,PLAUR,0,0,0,0,0,0,0,0,0
VTN,PLAUR,0,0,0,0,0,0,0,0,0
IGLC1,FCGR2B,0,0,0,0,0,0,0,0,0
CD80,CD3E,0,0,0,0,0,0,0,0,0
IL12B,CD3E,0,0,0,0,0,0,0,0,0
IGF1,APP,0,0,0,0,0,0,0.8332398533821106,0.7937665581703186,1.0182263851165771
CD40LG,APP,0,0,0,0.15374214947223663,0.11426889896392822,0.338728666305542,0,0,0
IAPP,APP,0.12413820624351501,0.0846649557352066,0.30912473797798157,0,0,0,0.13156719505786896,0.09209394454956055,0.3165537118911743
IL18,APP,0,0,0,0.14670538902282715,0.10723213851451874,0.3316919207572937,0,0,0
APOE,APP,0,0,0,0,0,0,0,0,0
SPON1,APP,0,0,0,0,0,0,0.4296399652957916,0.3901667296886444,0.6146265268325806
KDR,PECAM1,0,0,0,0,0.495609849691391,0,0,0,0
IGF1,PDGFRB,0,0,0,0,0,0,0,0,1.9657719135284424
KIT,PDGFRB,0,0,0,0,0,0,0,0,1.2562837600708008
EGF,PDGFRB,0,0,1.338342308998108,0,0,0,0,0,0
NGF,PDGFRB,0,0,0,0,0,0,0,0,1.3752883672714233
CSF1,PDGFRB,0,0,0,0,0,0,0,0,1.3074357509613037
HGF,PDGFRB,0,0,1.2985339164733887,0,0,0,0,0,1.8519127368927002
AREG,PDGFRB,0,0,0,0,0,0,0,0,0
PDGFA,PDGFRB,0,0,1.4340471029281616,0,0,1.2949753999710083,0,0,1.6974880695343018
PDGFB,PDGFRB,0,0,0,0,0,1.5971580743789673,0,0,0
ANGPT2,PDGFRB,0,0,0,0,0,0,0,0,1.521925926208496
ANGPT1,PDGFRB,0,0,0,0,0,0,0,0,1.6112565994262695
ANGPT4,PDGFRB,0,0,0,0,0,0,0,0,1.3655680418014526
BDNF,PDGFRB,0,0,0,0,0,0,0,0,1.2930108308792114
EREG,PDGFRB,0,0,0,0,0,0,0,0,0
VEGFD,PDGFRB,0,0,0,0,0,0,0,0,1.3291471004486084
FGF5,PDGFRB,0,0,0,0,0,0,0,0,0
FGF23,PDGFRB,0,0,0,0,0,0,0,0,0
PGF,PDGFRB,0,0,0,0,0,0,0,0,1.6523864269256592
MFGE8,PDGFRB,0,0,0,0,0,0,0,0,2.1226882934570312
CD80,CD28,0,0,0,0,0,0,0,0,0
IL2,CD28,0,0,0,0,0,0,0,0,0
IL12A,CD28,0,0,0,0,0,0,0,0,0
CD8A,CD28,0,0,0,0,0,0,0,0,0
CD80,CD3G,0,0,0,0,0,0,0,0,0
GZMA,F2R,0,0,0,0,0,0,0,0,0
PRSS2,F2R,0,0,0,0,0,0,0,0,0
IGF1,KIT,0,0,0,0,0,0,0,0,0.7173532843589783
EGF,KIT,0,0,0.08992380648851395,0,0,0,0,0,0
NGF,KIT,0,0,0,0,0,0,0,0,0.12686976790428162
CSF1,KIT,0,0,0,0,0,0,0,0,0.059017203748226166
HGF,KIT,0,0,0.050115372985601425,0,0,0,0,0,0.6034941077232361
AREG,KIT,0,0,0,0,0,0,0,0,0
PDGFA,KIT,0,0,0.1856285184621811,0,0,0.04655684530735016,0,0,0.4490694999694824
PDGFB,KIT,0,0,0,0,0,0.3487395644187927,0,0,0
ANGPT2,KIT,0,0,0,0,0,0,0,0,0.27350732684135437
ANGPT1,KIT,0,0,0,0,0,0,0,0,0.3628380596637726
ANGPT4,KIT,0,0,0,0,0,0,0,0,0.11714944988489151
BDNF,KIT,0,0,0,0,0,0,0,0,0.044592250138521194
EREG,KIT,0,0,0,0,0,0,0,0,0
VEGFD,KIT,0,0,0,0,0,0,0,0,0.08072852343320847
FGF5,KIT,0,0,0,0,0,0,0,0,0
FGF23,KIT,0,0,0,0,0,0,0,0,0
PGF,KIT,0,0,0,0,0,0,0,0,0.403967946767807
SAA1,CD36,0,0,0,0,0,0,0,0,0
THBS1,CD36,0,0,0,0,0,0,0,0.5669906139373779,0
THBS2,CD36,0,0,0,0,0,0,0,0.4953562021255493,0
S100A8,CD36,0,0,0,0,0,0,0,0,0
S100A9,CD36,0,0,0,0,0,0,0,0,0
THBS4,CD36,0,0,0,0,0,0,0,0.4805869460105896,0
KIT,CSF2RB,0,0,0,0,0,0,0,0.07928774505853653,0
CSF3,CSF2RB,0,0,0,0,0,0,0,0,0
CSF2,CSF2RB,0,0,0,0,0.11694970726966858,0,0,0,0
IL5,CSF2RB,0,0,0,0,0.09118492901325226,0,0,0,0
KDR,CSF2RB,0,0,0,0,0.26703357696533203,0,0,0,0
TSLP,IL7R,0,0,0,0,0,0,0,0.2769131064414978,0
IL7,IL7R,0,0.23451974987983704,0,0,0,0,0,0,0
IL6,IL2RB,0,0,0,0,0.17046499252319336,0,0,0.8443818092346191,0
IL2,IL2RB,0,0,0,0,0,0,0,0,0
IL1RN,IL2RB,0,0,0,0,0,0,0,0,0
CD8A,IL2RB,0,0,0,0,0,0,0,0,0
IGF1,KDR,0,0,0,0,0,0,0,0.9050991535186768,0
IL6,KDR,0,0,0,0,0.19414862990379333,0,0,0.8680654764175415,0
EGF,KDR,0,0.27766963839530945,0,0,0,0,0,0,0
NGF,KDR,0,0,0,0,0,0,0,0.3146156072616577,0
CSF1,KDR,0,0,0,0,0,0,0,0.24676302075386047,0
HGF,KDR,0,0.23786120116710663,0,0,0,0,0,0.7912399768829346,0
AREG,KDR,0,0,0,0,0,0,0,0,0
PDGFA,KDR,0,0.373374342918396,0,0,0.23430266976356506,0,0,0.6368153095245361,0
PDGFB,KDR,0,0,0,0,0.5364853739738464,0,0,0,0
ANGPT2,KDR,0,0,0,0,0,0,0,0.4612531363964081,0
ANGPT1,KDR,0,0,0,0,0,0,0,0.5505838394165039,0
ANGPT4,KDR,0,0,0,0,0,0,0,0.304895281791687,0
FLT4,KDR,0,0,0,0,0.25079652667045593,0,0,0,0
BDNF,KDR,0,0,0,0,0,0,0,0.2323380708694458,0
EREG,KDR,0,0,0,0,0,0,0,0,0
VEGFD,KDR,0,0,0,0,0,0,0,0.2684743404388428,0
PTHLH,KDR,0,0,0,0,0.23412129282951355,0,0,0,0
VTN,KDR,0,0,0,0,0,0,0,1.0533610582351685,0
FGF5,KDR,0,0,0,0,0,0,0,0,0
FGF23,KDR,0,0,0,0,0,0,0,0,0
PGF,KDR,0,0,0,0,0,0,0,0.5917137861251831,0
GREM1,KDR,0,0,0,0,0,0,0,0,0
NRP1,KDR,0,0,0,0,0.3011837601661682,0,0,0.8114264011383057,0
MDK,PTPRZ1,0,0,0,0,0,0,0.6900107860565186,0.6603783369064331,0
PTN,PTPRZ1,0,0,0,0.1088099479675293,0.07917748391628265,0,0.894636869430542,0.8650044202804565,0
L1CAM,PTPRZ1,0,0,0,0.22025929391384125,0.1906268298625946,0,0,0,0
TNC,PTPRZ1,0,0,0,0,0,0,0.18718841671943665,0.15755595266819,0
HGF,CD44,0,0.12319651246070862,0,0,0,0,0,0.676575243473053,0
TNF,CD44,0,0,0,0,0,0,0,0,0
HBEGF,CD44,0,0.19269686937332153,0,0,0,0,0,0,0
LGALS9,CD44,0,0,0,0,0,0,0,0.1309615820646286,0
VCAN,CD44,0,0.08636468648910522,0,0,0,0,0,0.3813238739967346,0
LAMB1,CD44,0,0,0,0,0.10561689734458923,0,0,1.0500879287719727,0
LAMA4,CD44,0,0,0,0,0.14318512380123138,0,0,0.5062571167945862,0
LAMC2,CD44,0,0.2774646580219269,0,0,0,0,0,0,0
COL6A3,CD44,0,0,0,0,0,0,0,0.7241212725639343,0
LAMA3,CD44,0,0.1864168792963028,0,0,0,0,0,0,0
LAMC3,CD44,0,0,0,0,0,0,0,1.1099812984466553,0
SPP1,CD44,0,0,0,0,0,0,0,0,0
LAMA2,CD44,0,0,0,0,0,0,0,1.4107838869094849,0
PRG4,CD44,0,0,0,0,0,0,0,0.10132654756307602,0
COL6A5,CD44,0,0,0,0,0,0,0,0.24877072870731354,0
COL6A6,CD44,0,0,0,0,0,0,0,0.20311932265758514,0
RELN,ITGB6,0,0,0,0.29303014278411865,0,0,0,0,0
VTN,ITGB6,0,0,0,0,0,0,1.0314055681228638,0,0
THBS1,ITGB6,0,0,0,0,0,0,0.2692854106426239,0,0
THBS2,ITGB6,0,0,0,0,0,0,0.1976509988307953,0,0
VWF,ITGB6,0,0,0,0.25344470143318176,0,0,0,0,0
LAMB1,ITGB6,0,0,0,0.19832603633403778,0,0,1.1427969932556152,0,0
LAMA4,ITGB6,0,0,0,0.23589426279067993,0,0,0.5989662408828735,0,0
LAMC2,ITGB6,0.3701738119125366,0,0,0,0,0,0,0,0
TNC,ITGB6,0,0,0,0,0,0,0.28601381182670593,0,0
COL6A3,ITGB6,0,0,0,0,0,0,0.8168303966522217,0,0
LAMA3,ITGB6,0.27912601828575134,0,0,0,0,0,0,0,0
LAMC3,ITGB6,0,0,0,0,0,0,1.2026904821395874,0,0
SPP1,ITGB6,0,0,0,0,0,0,0,0,0
LAMA2,ITGB6,0,0,0,0,0,0,1.503493070602417,0,0
CHAD,ITGB6,0,0,0,0,0,0,0,0,0
COL6A6,ITGB6,0,0,0,0,0,0,0.2958284616470337,0,0
THBS4,ITGB6,0,0,0,0,0,0,0.18288174271583557,0,0
IGF1,EPHB1,0,0,0,0,0,0,0.7918460965156555,0,0
EGF,EPHB1,0.1644166111946106,0,0,0,0,0,0,0,0
NGF,EPHB1,0,0,0,0,0,0,0.20136256515979767,0,0
CSF1,EPHB1,0,0,0,0,0,0,0.13350999355316162,0,0
HGF,EPHB1,0.12460817396640778,0,0,0,0,0,0.6779869198799133,0,0
AREG,EPHB1,0,0,0,0,0,0,0,0,0
PDGFA,EPHB1,0.26012131571769714,0,0,0.12104964256286621,0,0,0.5235623121261597,0,0
PDGFB,EPHB1,0,0,0,0.4232323467731476,0,0,0,0,0
EFNB3,EPHB1,0.07883352786302567,0,0,0,0,0,0.13521230220794678,0,0
ANGPT2,EPHB1,0,0,0,0,0,0,0.34800010919570923,0,0
ANGPT1,EPHB1,0,0,0,0,0,0,0.43733084201812744,0,0
ANGPT4,EPHB1,0,0,0,0,0,0,0.19164225459098816,0,0
BDNF,EPHB1,0,0,0,0,0,0,0.11908504366874695,0,0
EREG,EPHB1,0,0,0,0,0,0,0,0,0
VEGFD,EPHB1,0,0,0,0,0,0,0.15522131323814392,0,0
FGF5,EPHB1,0,0,0,0,0,0,0,0,0
FGF23,EPHB1,0,0,0,0,0,0,0,0,0
PGF,EPHB1,0,0,0,0,0,0,0.47846072912216187,0,0
IGF1,EPHA2,0,0,0,0,0,0,0.8061665892601013,0,0
EGF,EPHA2,0.178737074136734,0,0,0,0,0,0,0,0
NGF,EPHA2,0,0,0,0,0,0,0.21568304300308228,0,0
CSF1,EPHA2,0,0,0,0,0,0,0.14783047139644623,0,0
HGF,EPHA2,0.1389286369085312,0,0,0,0,0,0.6923074126243591,0,0
TNF,EPHA2,0,0,0,0,0,0,0,0,0
AREG,EPHA2,0,0,0,0,0,0,0,0,0
PDGFA,EPHA2,0.27444177865982056,0,0,0.13537010550498962,0,0,0.5378827452659607,0,0
PDGFB,EPHA2,0,0,0,0.437552809715271,0,0,0,0,0
ANGPT2,EPHA2,0,0,0,0,0,0,0.36232057213783264,0,0
ANGPT1,EPHA2,0,0,0,0,0,0,0.45165130496025085,0,0
ANGPT4,EPHA2,0,0,0,0,0,0,0.20596271753311157,0,0
BDNF,EPHA2,0,0,0,0,0,0,0.13340552151203156,0,0
EREG,EPHA2,0,0,0,0,0,0,0,0,0
VEGFD,EPHA2,0,0,0,0,0,0,0.16954179108142853,0,0
FGF5,EPHA2,0,0,0,0,0,0,0,0,0
FGF23,EPHA2,0,0,0,0,0,0,0,0,0
PGF,EPHA2,0,0,0,0,0,0,0.4927811920642853,0,0
TLN1,ITGB5,0,0,0,0,0,0.4045080542564392,0,0,0.34217703342437744
RELN,ITGB5,0,0,0,0,0,0.2875290811061859,0,0,0
VTN,ITGB5,0,0,0,0,0,0,0,0,1.0259044170379639
THBS1,ITGB5,0,0,0,0,0,0,0,0,0.26378434896469116
THBS2,ITGB5,0,0,0,0,0,0,0,0,0.19214993715286255
VWF,ITGB5,0,0,0,0,0,0.24794363975524902,0,0,0
LAMB1,ITGB5,0,0,0,0,0,0.19282497465610504,0,0,1.1372959613800049
LAMA4,ITGB5,0,0,0,0,0,0.2303932011127472,0,0,0.5934652090072632
LAMC2,ITGB5,0,0,0.3646727204322815,0,0,0,0,0,0
TNC,ITGB5,0,0,0,0,0,0,0,0,0.2805127501487732
COL6A3,ITGB5,0,0,0,0,0,0,0,0,0.8113293647766113
LAMA3,ITGB5,0,0,0.2736249566078186,0,0,0,0,0,0
LAMC3,ITGB5,0,0,0,0,0,0,0,0,1.1971893310546875
SPP1,ITGB5,0,0,0,0,0,0,0,0,0
CYR61,ITGB5,0,0,0.3360424041748047,0,0,0,0,0,0.24101245403289795
LAMA2,ITGB5,0,0,0,0,0,0,0,0,1.4979920387268066
EDIL3,ITGB5,0,0,0,0,0,0.21258282661437988,0,0,0
CHAD,ITGB5,0,0,0,0,0,0,0,0,0
COL6A6,ITGB5,0,0,0,0,0,0,0,0,0.29032739996910095
THBS4,ITGB5,0,0,0,0,0,0,0,0,0.17738068103790283
IGF1,FGFR1,0,0,0,0,0,0,0.7480341792106628,0,1.2685587406158447
EGF,FGFR1,0.12060467898845673,0,0.6411292552947998,0,0,0,0,0,0
NGF,FGFR1,0,0,0,0,0,0,0.1575506329536438,0,0.6780751943588257
CSF1,FGFR1,0,0,0,0,0,0,0.08969807624816895,0,0.6102226376533508
HGF,FGFR1,0.0807962417602539,0,0.6013208031654358,0,0,0,0.6341750025749207,0,1.1546995639801025
AREG,FGFR1,0,0,0,0,0,0,0,0,0
PDGFA,FGFR1,0.21630938351154327,0,0.736833930015564,0.07723771035671234,0,0.5977622866630554,0.4797503650188446,0,1.000274896621704
PDGFB,FGFR1,0,0,0,0.3794204294681549,0,0.8999450206756592,0,0,0
ANGPT2,FGFR1,0,0,0,0,0,0,0.30418819189071655,0,0.8247127532958984
ANGPT1,FGFR1,0,0,0,0,0,0,0.39351892471313477,0,0.9140434861183167
ANGPT4,FGFR1,0,0,0,0,0,0,0.1478303223848343,0,0.668354868888855
BDNF,FGFR1,0,0,0,0,0,0,0.07527311891317368,0,0.5957977175712585
EREG,FGFR1,0,0,0,0,0,0,0,0,0
VEGFD,FGFR1,0,0,0,0,0,0,0.11140939593315125,0,0.6319339871406555
FGF5,FGFR1,0,0,0,0,0,0,0,0,0
FGF23,FGFR1,0,0,0,0,0,0,0,0,0
PGF,FGFR1,0,0,0,0,0,0,0.4346488118171692,0,0.9551733732223511
IGF1,FGFR4,0,0,0,0,0,0,0,0,0.8117808103561401
EGF,FGFR4,0,0,0.1843513399362564,0,0,0,0,0,0
NGF,FGFR4,0,0,0,0,0,0,0,0,0.22129729390144348
CSF1,FGFR4,0,0,0,0,0,0,0,0,0.15344473719596863
HGF,FGFR4,0,0,0.1445429027080536,0,0,0,0,0,0.697921633720398
AREG,FGFR4,0,0,0,0,0,0,0,0,0
PDGFA,FGFR4,0,0,0.28005605936050415,0,0,0.14098438620567322,0,0,0.5434970259666443
PDGFB,FGFR4,0,0,0,0,0,0.4431670904159546,0,0,0
ANGPT2,FGFR4,0,0,0,0,0,0,0,0,0.36793485283851624
ANGPT1,FGFR4,0,0,0,0,0,0,0,0,0.45726558566093445
ANGPT4,FGFR4,0,0,0,0,0,0,0,0,0.21157698333263397
BDNF,FGFR4,0,0,0,0,0,0,0,0,0.13901978731155396
EREG,FGFR4,0,0,0,0,0,0,0,0,0
VEGFD,FGFR4,0,0,0,0,0,0,0,0,0.17515605688095093
FGF5,FGFR4,0,0,0,0,0,0,0,0,0
FGF23,FGFR4,0,0,0,0,0,0,0,0,0
PGF,FGFR4,0,0,0,0,0,0,0,0,0.49839547276496887
PDGFA,FURIN,0,0.3045094609260559,0,0,0.16543777287006378,0,0,0.567950427532196,0
IGF1,FLT4,0,0,0,0,0,0,0,0.7725387811660767,0
EGF,FLT4,0,0.14510928094387054,0,0,0,0,0,0,0
NGF,FLT4,0,0,0,0,0,0,0,0.18205523490905762,0
CSF1,FLT4,0,0,0,0,0,0,0,0.11420267820358276,0
HGF,FLT4,0,0.10530084371566772,0,0,0,0,0,0.6586796045303345,0
TNF,FLT4,0,0,0,0,0,0,0,0,0
AREG,FLT4,0,0,0,0,0,0,0,0,0
PDGFA,FLT4,0,0.2408140003681183,0,0,0.10174231976270676,0,0,0.504254937171936,0
PDGFB,FLT4,0,0,0,0,0.4039250314235687,0,0,0,0
ANGPT2,FLT4,0,0,0,0,0,0,0,0.32869279384613037,0
ANGPT1,FLT4,0,0,0,0,0,0,0,0.4180235266685486,0
ANGPT4,FLT4,0,0,0,0,0,0,0,0.1723349243402481,0
KDR,FLT4,0,0,0,0,0.25079652667045593,0,0,0,0
BDNF,FLT4,0,0,0,0,0,0,0,0.09977772831916809,0
EREG,FLT4,0,0,0,0,0,0,0,0,0
VEGFD,FLT4,0,0,0,0,0,0,0,0.13591399788856506,0
VTN,FLT4,0,0,0,0,0,0,0,0.9208007454872131,0
FGF5,FLT4,0,0,0,0,0,0,0,0,0
FGF23,FLT4,0,0,0,0,0,0,0,0,0
PGF,FLT4,0,0,0,0,0,0,0,0.459153413772583,0
IL6,NOTCH3,0,0,0,0,0,1.4827722311019897,0,0,2.156688928604126
DLL4,NOTCH3,0,0,0,0,0,1.6690925359725952,0,0,0
THBS2,NOTCH3,0,0,0,0,0,0,0,0,1.5082300901412964
DLK1,NOTCH3,0,0,0,0,0,0,0,0,1.519431471824646
SCGB3A1,NOTCH3,0,0,0,0,0,0,0,0,0
IGF1,TIE1,0,0,0,0,0,0,0,0.9093512296676636,0
EGF,TIE1,0,0.28192171454429626,0,0,0,0,0,0,0
NGF,TIE1,0,0,0,0,0,0,0,0.31886768341064453,0
CSF1,TIE1,0,0,0,0,0,0,0,0.2510150969028473,0
HGF,TIE1,0,0.24211327731609344,0,0,0,0,0,0.7954920530319214,0
AREG,TIE1,0,0,0,0,0,0,0,0,0
PDGFA,TIE1,0,0.3776264190673828,0,0,0.23855474591255188,0,0,0.641067385673523,0
PDGFB,TIE1,0,0,0,0,0.5407374501228333,0,0,0,0
ANGPT2,TIE1,0,0,0,0,0,0,0,0.4655052125453949,0
ANGPT1,TIE1,0,0,0,0,0,0,0,0.5548359155654907,0
ANGPT4,TIE1,0,0,0,0,0,0,0,0.30914735794067383,0
BDNF,TIE1,0,0,0,0,0,0,0,0.23659014701843262,0
EREG,TIE1,0,0,0,0,0,0,0,0,0
VEGFD,TIE1,0,0,0,0,0,0,0,0.2727264165878296,0
FGF5,TIE1,0,0,0,0,0,0,0,0,0
FGF23,TIE1,0,0,0,0,0,0,0,0,0
PGF,TIE1,0,0,0,0,0,0,0,0.5959658622741699,0
ANGPTL4,TIE1,0,0,0,0,0,0,0,0.4782296121120453,0
IGF1,AXL,0,0,0,0,0,0,0,0,1.051630973815918
EGF,AXL,0,0,0.42420148849487305,0,0,0,0,0,0
NGF,AXL,0,0,0,0,0,0,0,0,0.4611474275588989
CSF1,AXL,0,0,0,0,0,0,0,0,0.3932948708534241
HGF,AXL,0,0,0.38439303636550903,0,0,0,0,0,0.9377717971801758
AREG,AXL,0,0,0,0,0,0,0,0,0
PDGFA,AXL,0,0,0.5199061632156372,0,0,0.38083451986312866,0,0,0.7833471298217773
PDGFB,AXL,0,0,0,0,0,0.6830172538757324,0,0,0
ANGPT2,AXL,0,0,0,0,0,0,0,0,0.6077849864959717
ANGPT1,AXL,0,0,0,0,0,0,0,0,0.6971157193183899
ANGPT4,AXL,0,0,0,0,0,0,0,0,0.4514271318912506
GAS6,AXL,0,0,0.6129279136657715,0,0,0,0,0,0.70340895652771
BDNF,AXL,0,0,0,0,0,0,0,0,0.3788699209690094
EREG,AXL,0,0,0,0,0,0,0,0,0
VEGFD,AXL,0,0,0,0,0,0,0,0,0.41500619053840637
FGF5,AXL,0,0,0,0,0,0,0,0,0
FGF23,AXL,0,0,0,0,0,0,0,0,0
PGF,AXL,0,0,0,0,0,0,0,0,0.7382456064224243
IGF1,EPHA7,0,0,0,0,0,0,0,0,0.7523015737533569
WNT5A,EPHA7,0,0,0,0,0,0,0,0,0.6946729421615601
EGF,EPHA7,0,0,0.12487208843231201,0,0,0,0,0,0
NGF,EPHA7,0,0,0,0,0,0,0,0,0.16181804239749908
CSF1,EPHA7,0,0,0,0,0,0,0,0,0.09396548569202423
HGF,EPHA7,0,0,0.08506365120410919,0,0,0,0,0,0.6384423971176147
AREG,EPHA7,0,0,0,0,0,0,0,0,0
PDGFA,EPHA7,0,0,0.22057679295539856,0,0,0.08150511980056763,0,0,0.4840177595615387
PDGFB,EPHA7,0,0,0,0,0,0.383687824010849,0,0,0
ANGPT2,EPHA7,0,0,0,0,0,0,0,0,0.30845558643341064
ANGPT1,EPHA7,0,0,0,0,0,0,0,0,0.39778631925582886
ANGPT4,EPHA7,0,0,0,0,0,0,0,0,0.15209773182868958
BDNF,EPHA7,0,0,0,0,0,0,0,0,0.07954052835702896
AFDN,EPHA7,0,0,0,0,0,0,0,0,0
EREG,EPHA7,0,0,0,0,0,0,0,0,0
VEGFD,EPHA7,0,0,0,0,0,0,0,0,0.11567680537700653
FGF5,EPHA7,0,0,0,0,0,0,0,0,0
FGF23,EPHA7,0,0,0,0,0,0,0,0,0
PGF,EPHA7,0,0,0,0,0,0,0,0,0.4389162063598633
IGF1,EPHA5,0,0,0,0,0,0,0,0.7353223562240601,0.7281918525695801
EGF,EPHA5,0,0.10789284110069275,0.10076237469911575,0,0,0,0,0,0
NGF,EPHA5,0,0,0,0,0,0,0,0.14483879506587982,0.13770833611488342
CSF1,EPHA5,0,0,0,0,0,0,0,0.07698623836040497,0.06985577195882797
HGF,EPHA5,0,0.06808440387248993,0.06095394119620323,0,0,0,0,0.6214631795883179,0.6143326759338379
AREG,EPHA5,0,0,0,0,0,0,0,0,0
PDGFA,EPHA5,0,0.2035975456237793,0.1964670866727829,0,0.06452587246894836,0.057395413517951965,0,0.46703851222991943,0.45990806818008423
