cluster_1,,Epithelium,Epithelium,Epithelium,Other,Other,Other,Stroma,Stroma,Stroma
HGF,ITGB1,0.33587539196014404,0.07427123934030533,0.23137518763542175,0,0,0,1.0454988479614258,0.7838947772979736,0.9409986734390259
ANGPT1,ITGB1,0,0,0,0,0,0,1.7076430320739746,1.446038842201233,1.6031428575515747
MDK,ITGB1,0,0,0,0,0,0,1.2651647329330444,1.0035605430603027,1.1606645584106445
FLT4,ITGB1,0,0,0,0.3017338216304779,0.04012966901063919,0.19723360240459442,0,0,0
CXCL12,ITGB1,0.2725675106048584,0.010963340289890766,0.16806727647781372,0.4147261679172516,0.15312200784683228,0.3102259635925293,0.6993310451507568,0.4377268850803375,0.5948308110237122
VEGFD,ITGB1,0,0,0,0,0,0,0.3045223355293274,0.042918190360069275,0.2000221312046051
RELN,ITGB1,0,0,0,0,0,0,0.28087764978408813,0.019273491576313972,0.17637743055820465
VTN,ITGB1,0,0,0,0,0,0,1.2771570682525635,1.0155528783798218,1.1726568937301636
SEMA7A,ITGB1,0,0,0,0.37839028239250183,0.11678611487150192,0.27389004826545715,0,0,0
THBS1,ITGB1,0.5069645643234253,0.24536040425300598,0.4024643301963806,0,0,0,0,0,0
THBS2,ITGB1,0,0,0,0,0,0,0,0,0
VWF,ITGB1,0,0,0,0.4850335717201233,0.22342939674854279,0.3805333375930786,0,0,0
VCAM1,ITGB1,0,0,0,0.273019015789032,0.011414856649935246,0.1685187965631485,0.664474368095398,0.402870237827301,0.559974193572998
VCAN,ITGB1,0,0,0,0,0,0,0.9316955804824829,0.670091450214386,0.8271953463554382
LGALS1,ITGB1,0,0,0,0,0,0,0.9469751119613647,0.6853709816932678,0.8424748778343201
LAMB1,ITGB1,0,0,0,0,0,0,1.1021461486816406,0.8405419588088989,0.9976458549499512
LAMA4,ITGB1,0,0,0,0.2789217531681061,0.01731760799884796,0.1744215488433838,0.4788874089717865,0.2172832489013672,0.3743872046470642
LAMC2,ITGB1,0.834658682346344,0.5730545520782471,0.7301584482192993,0,0,0,0,0,0
NID1,ITGB1,0,0,0,0,0,0,1.012712001800537,0.7511078119277954,0.9082117080688477
TNC,ITGB1,0,0,0,0,0,0,0.26799193024635315,0.006387775763869286,0.16349171102046967
LUM,ITGB1,0,0,0,0,0,0,1.0183626413345337,0.7567585110664368,0.913862407207489
TFF2,ITGB1,0,0,0,0,0,0,0,0,0
TFF1,ITGB1,0,0,0,0,0,0,0,0,0
COL6A3,ITGB1,0,0,0,0,0,0,0.4712609052658081,0.20965676009655,0.3667607009410858
LAMA3,ITGB1,0.5213092565536499,0.259705126285553,0.41680908203125,0,0,0,0,0,0
FBLN1,ITGB1,0,0,0,0,0,0,0.7553486824035645,0.49374449253082275,0.6508484482765198
ICAM4,ITGB1,0.275049090385437,0.013444922864437103,0.17054885625839233,0,0,0,0,0,0
LAMC3,ITGB1,0,0,0,0,0,0,1.5968246459960938,1.335220456123352,1.4923244714736938
SPP1,ITGB1,0,0,0,0,0,0,0,0,0
LAMA2,ITGB1,0,0,0,0,0,0,1.7023279666900635,1.4407237768173218,1.5978277921676636
CHAD,ITGB1,0,0,0,0,0,0,0,0,0
SPON2,ITGB1,1.1971967220306396,0.9355926513671875,1.0926965475082397,0,0,0,0.4149147570133209,0.1533105969429016,0.31041455268859863
COL6A6,ITGB1,0,0,0,0,0,0,0.41931086778640747,0.15770672261714935,0.3148106634616852
THBS4,ITGB1,0,0,0,0,0,0,0.36985480785369873,0.10825065523386002,0.26535460352897644
WISP1,ITGB1,0,0,0,0,0,0,0,0,0
CSF3,PLAUR,0,0,0,0,0,0,0,0,0
IL1B,PLAUR,0,0,0,0,0,0,0,0,0
KNG1,PLAUR,0,0,0,0,0,0,0,0,0
VTN,PLAUR,0,0,0,0,0,0,1.2316060066223145,0,0
IGLC1,FCGR2B,0,0,0,0,0,0,0,0,0
CD80,CD3E,0,0,0,0,0,0,0,0,0
IL12B,CD3E,0,0,0,0,0,0,0,0,0
IGF1,APP,0,0,0,0,0,0,0.8669084906578064,0,0.6510432362556458
CD40LG,APP,0,0,0,0.3151785433292389,0,0.09931329637765884,0,0,0
IAPP,APP,0.24048256874084473,0,0.024617336690425873,0,0,0,0.2534649968147278,0,0.03759975731372833
IL18,APP,0.25992193818092346,0,0.044056691229343414,0,0,0,0.3791709840297699,0,0.16330574452877045
APOE,APP,0.8104428052902222,0,0.5945775508880615,0,0,0,0.6350628733634949,0,0.41919761896133423
SPON1,APP,0,0,0,0,0,0,0.27048057317733765,0,0.0546153225004673
KDR,PECAM1,0,0,0,0,0.5638778209686279,0,0,0,0
IGF1,PDGFRB,0,0,0,0,0,0,0,0,1.6641407012939453
KIT,PDGFRB,0,0,0,0,0,0,0,0,0
EGF,PDGFRB,0,0,0,0,0,0,0,0,0
NGF,PDGFRB,0,0,0,0,0,0,0,0,1.214767575263977
CSF1,PDGFRB,0,0,0,0,0,0,0,0,1.1396759748458862
HGF,PDGFRB,0,0,1.108454704284668,0,0,0,0,0,1.8180782794952393
AREG,PDGFRB,0,0,0,0,0,0,0,0,0
PDGFA,PDGFRB,0,0,1.4344987869262695,0,0,0,0,0,0
PDGFB,PDGFRB,0,0,0,0,0,1.156361699104309,0,0,0
ANGPT2,PDGFRB,0,0,0,0,0,0,0,0,0
ANGPT1,PDGFRB,0,0,0,0,0,0,0,0,2.480222225189209
ANGPT4,PDGFRB,0,0,0,0,0,0,0,0,1.2223225831985474
BDNF,PDGFRB,0,0,0,0,0,0,0,0,1.065547227859497
EREG,PDGFRB,0,0,0,0,0,0,0,0,0
VEGFD,PDGFRB,0,0,0,0,0,0,0,0,1.077101707458496
FGF5,PDGFRB,0,0,0,0,0,0,0,0,0
FGF23,PDGFRB,0,0,0,0,0,0,0,0,1.0384782552719116
PGF,PDGFRB,0,0,1.106914758682251,0,0,0,0,0,1.858816385269165
MFGE8,PDGFRB,0,0,1.1571341753005981,0,0,0,0,0,1.9597482681274414
CD80,CD28,0,0,0,0,0,0,0,0,0
IL2,CD28,0,0,0,0,0.1486857533454895,0,0,0,0
IL12A,CD28,0,0,0,0,0,0,0,0,0
CD8A,CD28,0,0,0,0,0,0,0,0,0
CD80,CD3G,0,0,0,0,0,0,0,0,0
GZMA,F2R,0,0,0,0,0,0,0,0,0
PRSS2,F2R,0,0,0,0,0,0,0,0,0
IGF1,KIT,0,0,0,0,0,0,0,0,0
EGF,KIT,0,0,0,0,0,0,0,0,0
NGF,KIT,0,0,0,0,0,0,0,0,0
CSF1,KIT,0,0,0,0,0,0,0,0,0
HGF,KIT,0,0,0,0,0,0,0,0,0
AREG,KIT,0,0,0,0,0,0,0,0,0
PDGFA,KIT,0,0,0,0,0,0,0,0,0
PDGFB,KIT,0,0,0,0,0,0,0,0,0
ANGPT2,KIT,0,0,0,0,0,0,0,0,0
ANGPT1,KIT,0,0,0,0,0,0,0,0,0
ANGPT4,KIT,0,0,0,0,0,0,0,0,0
BDNF,KIT,0,0,0,0,0,0,0,0,0
EREG,KIT,0,0,0,0,0,0,0,0,0
VEGFD,KIT,0,0,0,0,0,0,0,0,0
FGF5,KIT,0,0,0,0,0,0,0,0,0
FGF23,KIT,0,0,0,0,0,0,0,0,0
PGF,KIT,0,0,0,0,0,0,0,0,0
SAA1,CD36,0,0,0,0,0,0,0,0,0
THBS1,CD36,0,0.4219687581062317,0,0,0,0,0,0,0
THBS2,CD36,0,0,0,0,0,0,0,0,0
S100A8,CD36,0,0,0,0,0,0,0,0,0
S100A9,CD36,0,0,0,0,0,0,0,0,0
THBS4,CD36,0,0,0,0,0,0,0,0.2848590016365051,0
KIT,CSF2RB,0,0,0,0,0,0,0,0,0
CSF3,CSF2RB,0,0,0,0,0,0,0,0,0
CSF2,CSF2RB,0,0,0,0,0,0,0,0,0
IL5,CSF2RB,0,0,0,0,0,0,0,0,0
KDR,CSF2RB,0,0,0,0,0,0,0,0,0
TSLP,IL7R,0,0,0,0,0.1631070226430893,0,0,0,0
IL7,IL7R,0,0.277124285697937,0,0,0,0,0,0,0
IL6,IL2RB,0,0,0,0,0,0,0,0.6890249848365784,0
IL2,IL2RB,0,0,0,0,0.038322921842336655,0,0,0,0
IL1RN,IL2RB,0,0,0,0,0,0,0,0,0
CD8A,IL2RB,0,0,0,0,0,0,0,0,0
IGF1,KDR,0,0,0,0,0,0,0,0.8697863817214966,0
IL6,KDR,0,0,0,0,0,0,0,0.8938300013542175,0
EGF,KDR,0,0,0,0,0,0,0,0,0
NGF,KDR,0,0,0,0,0,0,0,0.42041319608688354,0
CSF1,KDR,0,0,0,0,0,0,0,0.3453215956687927,0
HGF,KDR,0,0.31410038471221924,0,0,0,0,0,1.023723840713501,0
AREG,KDR,0,0,0,0,0,0,0,0,0
PDGFA,KDR,0,0.6401445269584656,0,0,0,0,0,0,0
PDGFB,KDR,0,0,0,0,0.36200740933418274,0,0,0,0
ANGPT2,KDR,0,0,0,0,0,0,0,0,0
ANGPT1,KDR,0,0,0,0,0,0,0,1.6858680248260498,0
ANGPT4,KDR,0,0,0,0,0,0,0,0.427968293428421,0
FLT4,KDR,0,0,0,0,0.2799588143825531,0,0,0,0
BDNF,KDR,0,0,0,0,0,0,0,0.2711929380893707,0
EREG,KDR,0,0,0,0,0,0,0,0,0
VEGFD,KDR,0,0,0,0,0,0,0,0.2827473282814026,0
PTHLH,KDR,0,0.25958847999572754,0,0,0,0,0,0,0
VTN,KDR,0,0,0,0,0,0,0,1.2553820610046387,0
FGF5,KDR,0,0,0,0,0,0,0,0,0
FGF23,KDR,0,0,0,0,0,0,0,0.24412396550178528,0
PGF,KDR,0,0.312560498714447,0,0,0,0,0,1.0644620656967163,0
GREM1,KDR,0,0,0,0,0,0,0,0,0
NRP1,KDR,0,0,0,0,0.36798760294914246,0,0,0.6890602707862854,0
MDK,PTPRZ1,0,0,0,0,0,0,0,0,0
PTN,PTPRZ1,0,0,0,0,0,0,0,0,0
L1CAM,PTPRZ1,0,0,0,0,0,0,0,0,0
TNC,PTPRZ1,0,0,0,0,0,0,0,0,0
HGF,CD44,0,0,0,0,0,0,0,0,0
TNF,CD44,0,0,0,0,0,0,0,0,0
HBEGF,CD44,0,0,0,0,0,0,0,0,0
LGALS9,CD44,0,0,0,0,0,0,0,0,0
VCAN,CD44,0,0,0,0,0,0,0,0,0
LAMB1,CD44,0,0,0,0,0,0,0,0,0
LAMA4,CD44,0,0,0,0,0,0,0,0,0
LAMC2,CD44,0,0,0,0,0,0,0,0,0
COL6A3,CD44,0,0,0,0,0,0,0,0,0
LAMA3,CD44,0,0,0,0,0,0,0,0,0
LAMC3,CD44,0,0,0,0,0,0,0,0,0
SPP1,CD44,0,0,0,0,0,0,0,0,0
LAMA2,CD44,0,0,0,0,0,0,0,0,0
PRG4,CD44,0,0,0,0,0,0,0,0,0
COL6A5,CD44,0,0,0,0,0,0,0,0,0
COL6A6,CD44,0,0,0,0,0,0,0,0,0
RELN,ITGB6,0,0,0,0,0,0,0.4632031321525574,0,0
VTN,ITGB6,0,0,0,0,0,0,1.4594825506210327,0,0
THBS1,ITGB6,0.6892900466918945,0,0,0,0,0,0,0,0
THBS2,ITGB6,0,0,0,0,0,0,0,0,0
VWF,ITGB6,0,0,0,0.6673590540885925,0,0,0,0,0
LAMB1,ITGB6,0,0,0,0,0,0,1.2844715118408203,0,0
LAMA4,ITGB6,0,0,0,0.4612472355365753,0,0,0.6612129211425781,0,0
LAMC2,ITGB6,1.016984224319458,0,0,0,0,0,0,0,0
TNC,ITGB6,0,0,0,0,0,0,0.4503174126148224,0,0
COL6A3,ITGB6,0,0,0,0,0,0,0.6535863876342773,0,0
LAMA3,ITGB6,0.7036347389221191,0,0,0,0,0,0,0,0
LAMC3,ITGB6,0,0,0,0,0,0,1.779150128364563,0,0
SPP1,ITGB6,0,0,0,0,0,0,0,0,0
LAMA2,ITGB6,0,0,0,0,0,0,1.8846534490585327,0,0
CHAD,ITGB6,0,0,0,0,0,0,0,0,0
COL6A6,ITGB6,0,0,0,0,0,0,0.6016363501548767,0,0
THBS4,ITGB6,0,0,0,0,0,0,0.552180290222168,0,0
IGF1,EPHB1,0,0,0,0,0,0,0.6786298751831055,0,0
EGF,EPHB1,0,0,0,0,0,0,0,0,0
NGF,EPHB1,0,0,0,0,0,0,0.22925668954849243,0,0
CSF1,EPHB1,0,0,0,0,0,0,0.154165118932724,0,0
HGF,EPHB1,0.12294387817382812,0,0,0,0,0,0.8325673937797546,0,0
AREG,EPHB1,0,0,0,0,0,0,0,0,0
PDGFA,EPHB1,0.44898802042007446,0,0,0,0,0,0,0,0
PDGFB,EPHB1,0,0,0,0.17085090279579163,0,0,0,0,0
EFNB3,EPHB1,0.06790830194950104,0,0,0,0,0,0.1884220540523529,0,0
ANGPT2,EPHB1,0,0,0,0,0,0,0,0,0
ANGPT1,EPHB1,0,0,0,0,0,0,1.4947115182876587,0,0
ANGPT4,EPHB1,0,0,0,0,0,0,0.2368117868900299,0,0
BDNF,EPHB1,0,0,0,0,0,0,0.08003643155097961,0,0
EREG,EPHB1,0,0,0,0,0,0,0,0,0
VEGFD,EPHB1,0,0,0,0,0,0,0.09159082174301147,0,0
FGF5,EPHB1,0,0,0,0,0,0,0,0,0
FGF23,EPHB1,0,0,0,0,0,0,0.05296747386455536,0,0
PGF,EPHB1,0.12140398472547531,0,0,0,0,0,0.87330561876297,0,0
IGF1,EPHA2,0,0,0,0,0,0,1.162771224975586,0,0
EGF,EPHA2,0,0,0,0,0,0,0,0,0
NGF,EPHA2,0,0,0,0,0,0,0.7133979797363281,0,0
CSF1,EPHA2,0,0,0,0,0,0,0.6383063793182373,0,0
HGF,EPHA2,0.6070851683616638,0,0,0,0,0,1.3167086839675903,0,0
TNF,EPHA2,0,0,0,0,0,0,0,0,0
AREG,EPHA2,0,0,0,0,0,0,0,0,0
PDGFA,EPHA2,0.9331293106079102,0,0,0,0,0,0,0,0
PDGFB,EPHA2,0,0,0,0.6549922227859497,0,0,0,0,0
ANGPT2,EPHA2,0,0,0,0,0,0,0,0,0
ANGPT1,EPHA2,0,0,0,0,0,0,1.9788527488708496,0,0
ANGPT4,EPHA2,0,0,0,0,0,0,0.720953106880188,0,0
BDNF,EPHA2,0,0,0,0,0,0,0.5641777515411377,0,0
EREG,EPHA2,0,0,0,0,0,0,0,0,0
VEGFD,EPHA2,0,0,0,0,0,0,0.5757321119308472,0,0
FGF5,EPHA2,0,0,0,0,0,0,0,0,0
FGF23,EPHA2,0,0,0,0,0,0,0.5371087789535522,0,0
PGF,EPHA2,0.6055452823638916,0,0,0,0,0,1.3574469089508057,0,0
TLN1,ITGB5,0,0,0,0,0,0,0,0,0
RELN,ITGB5,0,0,0,0,0,0,0.027570731937885284,0,0.029192274436354637
VTN,ITGB5,0,0,0,0,0,0,1.0238502025604248,0,1.0254716873168945
THBS1,ITGB5,0.25365763902664185,0,0.25527918338775635,0,0,0,0,0,0
THBS2,ITGB5,0,0,0,0,0,0,0,0,0
VWF,ITGB5,0,0,0,0.23172664642333984,0,0.23334817588329315,0,0,0
LAMB1,ITGB5,0,0,0,0,0,0,0.8488391637802124,0,0.8504607081413269
LAMA4,ITGB5,0,0,0,0.025614850223064423,0,0.027236390858888626,0.22558048367500305,0,0.22720202803611755
LAMC2,ITGB5,0.5813517570495605,0,0.582973301410675,0,0,0,0,0,0
TNC,ITGB5,0,0,0,0,0,0,0.014685016125440598,0,0.01630655862390995
COL6A3,ITGB5,0,0,0,0,0,0,0.21795400977134705,0,0.21957553923130035
LAMA3,ITGB5,0.26800236105918884,0,0.26962390542030334,0,0,0,0,0,0
LAMC3,ITGB5,0,0,0,0,0,0,1.343517780303955,0,1.3451392650604248
SPP1,ITGB5,0,0,0,0,0,0,0,0,0
CYR61,ITGB5,0.7739548683166504,0,0.7755764126777649,0,0,0,0.07340358197689056,0,0.07502512633800507
LAMA2,ITGB5,0,0,0,0,0,0,1.4490211009979248,0,1.4506425857543945
EDIL3,ITGB5,0,0,0,0,0,0,0,0,0
CHAD,ITGB5,0,0,0,0,0,0,0,0,0
COL6A6,ITGB5,0,0,0,0,0,0,0.1660039722919464,0,0.16762550175189972
THBS4,ITGB5,0,0,0,0,0,0,0.11654789745807648,0,0.11816944181919098
IGF1,FGFR1,0,0,0,0,0,0,0.6674935221672058,0,1.1986291408538818
EGF,FGFR1,0,0,0,0,0,0,0,0,0
NGF,FGFR1,0,0,0,0,0,0,0.21812038123607635,0,0.749255895614624
CSF1,FGFR1,0,0,0,0,0,0,0.14302879571914673,0,0.6741642951965332
HGF,FGFR1,0.11180755496025085,0,0.6429430842399597,0,0,0,0.821431040763855,0,1.3525665998458862
AREG,FGFR1,0,0,0,0,0,0,0,0,0
PDGFA,FGFR1,0.4378516972064972,0,0.968987226486206,0,0,0,0,0,0
PDGFB,FGFR1,0,0,0,0.15971457958221436,0,0.6908501386642456,0,0,0
ANGPT2,FGFR1,0,0,0,0,0,0,0,0,0
ANGPT1,FGFR1,0,0,0,0,0,0,1.4835752248764038,0,2.0147106647491455
ANGPT4,FGFR1,0,0,0,0,0,0,0.22567547857761383,0,0.7568110227584839
BDNF,FGFR1,0,0,0,0,0,0,0.06890011578798294,0,0.6000356674194336
EREG,FGFR1,0,0,0,0,0,0,0,0,0
VEGFD,FGFR1,0,0,0,0,0,0,0.0804545059800148,0,0.6115900278091431
FGF5,FGFR1,0,0,0,0,0,0,0,0,0
FGF23,FGFR1,0,0,0,0,0,0,0.04183115437626839,0,0.5729666948318481
PGF,FGFR1,0.11026766896247864,0,0.6414031982421875,0,0,0,0.8621692657470703,0,1.3933048248291016
IGF1,FGFR4,0,0,0,0,0,0,0,0,0.9527227878570557
EGF,FGFR4,0,0,0,0,0,0,0,0,0
NGF,FGFR4,0,0,0,0,0,0,0,0,0.5033496022224426
CSF1,FGFR4,0,0,0,0,0,0,0,0,0.4282580316066742
HGF,FGFR4,0,0,0.3970367908477783,0,0,0,0,0,1.1066603660583496
AREG,FGFR4,0,0,0,0,0,0,0,0,0
PDGFA,FGFR4,0,0,0.7230809330940247,0,0,0,0,0,0
PDGFB,FGFR4,0,0,0,0,0,0.4449438154697418,0,0,0
ANGPT2,FGFR4,0,0,0,0,0,0,0,0,0
ANGPT1,FGFR4,0,0,0,0,0,0,0,0,1.7688044309616089
ANGPT4,FGFR4,0,0,0,0,0,0,0,0,0.5109047293663025
BDNF,FGFR4,0,0,0,0,0,0,0,0,0.3541293442249298
EREG,FGFR4,0,0,0,0,0,0,0,0,0
VEGFD,FGFR4,0,0,0,0,0,0,0,0,0.36568373441696167
FGF5,FGFR4,0,0,0,0,0,0,0,0,0
FGF23,FGFR4,0,0,0,0,0,0,0,0,0.32706040143966675
PGF,FGFR4,0,0,0.3954969048500061,0,0,0,0,0,1.1473984718322754
PDGFA,FURIN,0,0,0,0,0,0,0,0,0
IGF1,FLT4,0,0,0,0,0,0,0,0.6646206378936768,0
EGF,FLT4,0,0,0,0,0,0,0,0,0
NGF,FLT4,0,0,0,0,0,0,0,0.21524743735790253,0
CSF1,FLT4,0,0,0,0,0,0,0,0.1401558518409729,0
HGF,FLT4,0,0.10893462598323822,0,0,0,0,0,0.8185581564903259,0
TNF,FLT4,0,0,0,0,0,0,0,0,0
AREG,FLT4,0,0,0,0,0,0,0,0,0
PDGFA,FLT4,0,0.43497875332832336,0,0,0,0,0,0,0
PDGFB,FLT4,0,0,0,0,0.15684165060520172,0,0,0,0
ANGPT2,FLT4,0,0,0,0,0,0,0,0,0
ANGPT1,FLT4,0,0,0,0,0,0,0,1.48070228099823,0
ANGPT4,FLT4,0,0,0,0,0,0,0,0.22280253469944,0
KDR,FLT4,0,0,0,0,0.2799588143825531,0,0,0,0
BDNF,FLT4,0,0,0,0,0,0,0,0.06602717936038971,0
EREG,FLT4,0,0,0,0,0,0,0,0,0
VEGFD,FLT4,0,0,0,0,0,0,0,0.07758156955242157,0
VTN,FLT4,0,0,0,0,0,0,0,1.0502163171768188,0
FGF5,FLT4,0,0,0,0,0,0,0,0,0
FGF23,FLT4,0,0,0,0,0,0,0,0.038958217948675156,0
PGF,FLT4,0,0.10739472508430481,0,0,0,0,0,0.8592963814735413,0
IL6,NOTCH3,0,0,0,0,0,0,0,0,0.9019747972488403
DLL4,NOTCH3,0,0,0,0,0,0.4424625039100647,0,0,0
THBS2,NOTCH3,0,0,0,0,0,0,0,0,0
DLK1,NOTCH3,0,0,0,0,0,0,0,0,0
SCGB3A1,NOTCH3,0,0,0,0,0,0,0,0,0
IGF1,TIE1,0,0,0,0,0,0,0,0.8974400162696838,0
EGF,TIE1,0,0,0,0,0,0,0,0,0
NGF,TIE1,0,0,0,0,0,0,0,0.4480668306350708,0
CSF1,TIE1,0,0,0,0,0,0,0,0.37297526001930237,0
HGF,TIE1,0,0.3417540192604065,0,0,0,0,0,1.051377534866333,0
AREG,TIE1,0,0,0,0,0,0,0,0,0
PDGFA,TIE1,0,0.6677981615066528,0,0,0,0,0,0,0
PDGFB,TIE1,0,0,0,0,0.38966104388237,0,0,0,0
ANGPT2,TIE1,0,0,0,0,0,0,0,0,0
ANGPT1,TIE1,0,0,0,0,0,0,0,1.7135217189788818,0
ANGPT4,TIE1,0,0,0,0,0,0,0,0.45562195777893066,0
BDNF,TIE1,0,0,0,0,0,0,0,0.298846572637558,0
EREG,TIE1,0,0,0,0,0,0,0,0,0
VEGFD,TIE1,0,0,0,0,0,0,0,0.31040096282958984,0
FGF5,TIE1,0,0,0,0,0,0,0,0,0
FGF23,TIE1,0,0,0,0,0,0,0,0.2717776298522949,0
PGF,TIE1,0,0.3402141332626343,0,0,0,0,0,1.0921157598495483,0
ANGPTL4,TIE1,0,0,0,0,0,0,0,0.8128247857093811,0
IGF1,AXL,0,0,0,0,0,0,0.6375037431716919,0,0.9704170227050781
EGF,AXL,0,0,0,0,0,0,0,0,0
NGF,AXL,0,0,0,0,0,0,0.18813057243824005,0,0.5210438370704651
CSF1,AXL,0,0,0,0,0,0,0.11303898692131042,0,0.44595226645469666
HGF,AXL,0.08181775361299515,0,0.4147310256958008,0,0,0,0.7914412617683411,0,1.124354600906372
AREG,AXL,0,0,0,0,0,0,0,0,0
PDGFA,AXL,0.4078618884086609,0,0.7407751679420471,0,0,0,0,0,0
PDGFB,AXL,0,0,0,0.12972477078437805,0,0.4626380503177643,0,0,0
ANGPT2,AXL,0,0,0,0,0,0,0,0,0
ANGPT1,AXL,0,0,0,0,0,0,1.4535853862762451,0,1.7864986658096313
ANGPT4,AXL,0,0,0,0,0,0,0.19568566977977753,0,0.528598964214325
GAS6,AXL,0.5328522324562073,0,0.8657655119895935,0,0,0,0.5219768285751343,0,0.8548901081085205
BDNF,AXL,0,0,0,0,0,0,0.03891030699014664,0,0.37182357907295227
EREG,AXL,0,0,0,0,0,0,0,0,0
VEGFD,AXL,0,0,0,0,0,0,0.050464700907468796,0,0.38337796926498413
FGF5,AXL,0,0,0,0,0,0,0,0,0
FGF23,AXL,0,0,0,0,0,0,0.011841347441077232,0,0.3447546362876892
PGF,AXL,0.08027786016464233,0,0.41319113969802856,0,0,0,0.8321794867515564,0,1.1650927066802979
IGF1,EPHA7,0,0,0,0,0,0,0.673768937587738,0,0.690534234046936
WNT5A,EPHA7,0,0,0,0,0,0,0.9634639024734497,0,0.9802291989326477
EGF,EPHA7,0,0,0,0,0,0,0,0,0
NGF,EPHA7,0,0,0,0,0,0,0.224395751953125,0,0.241161048412323
CSF1,EPHA7,0,0,0,0,0,0,0.14930416643619537,0,0.16606946289539337
HGF,EPHA7,0.1180829405784607,0,0.1348482370376587,0,0,0,0.8277064561843872,0,0.8444717526435852
AREG,EPHA7,0,0,0,0,0,0,0,0,0
PDGFA,EPHA7,0.44412708282470703,0,0.46089237928390503,0,0,0,0,0,0
PDGFB,EPHA7,0,0,0,0.1659899652004242,0,0.1827552616596222,0,0,0
ANGPT2,EPHA7,0,0,0,0,0,0,0,0,0
ANGPT1,EPHA7,0,0,0,0,0,0,1.4898505210876465,0,1.5066158771514893
ANGPT4,EPHA7,0,0,0,0,0,0,0.23195084929466248,0,0.24871614575386047
BDNF,EPHA7,0,0,0,0,0,0,0.07517549395561218,0,0.09194078296422958
AFDN,EPHA7,0.17556235194206238,0,0.19232764840126038,0,0,0,0,0,0
EREG,EPHA7,0,0,0,0,0,0,0,0,0
VEGFD,EPHA7,0,0,0,0,0,0,0.08672988414764404,0,0.10349518060684204
FGF5,EPHA7,0,0,0,0,0,0,0,0,0
FGF23,EPHA7,0,0,0,0,0,0,0.04810653254389763,0,0.06487182527780533
PGF,EPHA7,0.11654303967952728,0,0.13330833613872528,0,0,0,0.8684446811676025,0,0.8852099776268005
IGF1,EPHA5,0,0,0,0,0,0,0,0,0.7645223140716553
EGF,EPHA5,0,0,0,0,0,0,0,0,0
NGF,EPHA5,0,0,0,0,0,0,0,0,0.31514912843704224
CSF1,EPHA5,0,0,0,0,0,0,0,0,0.2400575578212738
HGF,EPHA5,0,0,0.20883631706237793,0,0,0,0,0,0.9184598326683044
AREG,EPHA5,0,0,0,0,0,0,0,0,0
PDGFA,EPHA5,0,0,0.5348804593086243,0,0,0,0,0,0
PDGFB,EPHA5,0,0,0,0,0,0.25674334168434143,0,0,0
ANGPT2,EPHA5,0,0,0,0,0,0,0,0,0
ANGPT1,EPHA5,0,0,0,0,0,0,0,0,1.5806039571762085
ANGPT4,EPHA5,0,0,0,0,0,0,0,0,0.3227042555809021
