cluster_1,,immune,immune,stroma,stroma
FGF5,PDGFRB,0,0,0,0
FGF23,PDGFRB,0,0,0,0
PGF,PDGFRB,0,0,0,1.3797293901443481
MFGE8,PDGFRB,0,0,0,1.5894792079925537
CD80,CD28,0,0,0,0
IL2,CD28,0,0,0,0
IL12A,CD28,0,0,0,0
CD8A,CD28,0.26079094409942627,0,0,0
CD80,CD3G,0,0,0,0
GZMA,F2R,0.24270334839820862,0.30581796169281006,0,0
PRSS2,F2R,0,0,0,0
IGF1,KIT,0,0,1.0161283016204834,0
EGF,KIT,0,0,0,0
NGF,KIT,0,0,0.2482755333185196,0
CSF1,KIT,0,0,0.45629361271858215,0
HGF,KIT,0,0,0.5513355731964111,0
AREG,KIT,0,0,0,0
PDGFA,KIT,0,0,0.14177840948104858,0
PDGFB,KIT,0.12125076353549957,0,0,0
ANGPT2,KIT,0,0,0.15129074454307556,0
ANGPT1,KIT,0,0,0.6999874114990234,0
ANGPT4,KIT,0,0,0.4678664207458496,0
BDNF,KIT,0,0,0.16919827461242676,0
EREG,KIT,0,0,0,0
VEGFD,KIT,0,0,0.23055055737495422,0
FGF5,KIT,0,0,0,0
FGF23,KIT,0,0,0,0
PGF,KIT,0,0,0.46790948510169983,0
SAA1,CD36,0,0,0,0
THBS1,CD36,0,0,0.12820985913276672,0
THBS2,CD36,0,0,0.028980892151594162,0
S100A8,CD36,0,0,0,0
S100A9,CD36,0,0,0,0
THBS4,CD36,0,0,0,0
KIT,CSF2RB,0,0,0,0
CSF3,CSF2RB,0,0,0,0
CSF2,CSF2RB,0,0,0,0
IL5,CSF2RB,0,0,0,0
KDR,CSF2RB,0,0,0,0
TSLP,IL7R,0,0,0.2815932333469391,0
IL7,IL7R,0,0,0,0
IL6,IL2RB,0,0,1.0654546022415161,0
IL2,IL2RB,0,0,0,0
IL1RN,IL2RB,0,0,0,0
CD8A,IL2RB,0.49449560046195984,0,0,0
IGF1,KDR,0,0,0,0
IL6,KDR,0,0,0,0
EGF,KDR,0,0,0,0
NGF,KDR,0,0,0,0
CSF1,KDR,0,0,0,0
HGF,KDR,0,0,0,0
AREG,KDR,0,0,0,0
PDGFA,KDR,0,0,0,0
PDGFB,KDR,0,0,0,0
ANGPT2,KDR,0,0,0,0
ANGPT1,KDR,0,0,0,0
ANGPT4,KDR,0,0,0,0
FLT4,KDR,0,0,0,0
BDNF,KDR,0,0,0,0
EREG,KDR,0,0,0,0
VEGFD,KDR,0,0,0,0
PTHLH,KDR,0,0,0,0
VTN,KDR,0,0,0,0
FGF5,KDR,0,0,0,0
FGF23,KDR,0,0,0,0
PGF,KDR,0,0,0,0
GREM1,KDR,0,0,0,0
NRP1,KDR,0,0,0,0
MDK,PTPRZ1,0,0,0,0
PTN,PTPRZ1,0,0,0,0
L1CAM,PTPRZ1,0,0,0,0
TNC,PTPRZ1,0,0,0,0
HGF,CD44,0,0,0.4654169976711273,0
TNF,CD44,0,0,0,0
HBEGF,CD44,0,0,0,0
LGALS9,CD44,0.03468168154358864,0,0.053974904119968414,0
VCAN,CD44,0,0,0.7927188873291016,0
LAMB1,CD44,0,0,0.6562867760658264,0
LAMA4,CD44,0,0,0.36997705698013306,0
LAMC2,CD44,0,0,0,0
COL6A3,CD44,0,0,0.29673901200294495,0
LAMA3,CD44,0,0,0,0
LAMC3,CD44,0,0,0.8117285966873169,0
SPP1,CD44,0,0,0,0
LAMA2,CD44,0,0,1.1364694833755493,0
PRG4,CD44,0,0,0.0728466734290123,0
COL6A5,CD44,0,0,0.5446367263793945,0
COL6A6,CD44,0,0,0.12987837195396423,0
RELN,ITGB6,0,0,0,0
VTN,ITGB6,0,0,0,0
THBS1,ITGB6,0,0,0,0
THBS2,ITGB6,0,0,0,0
VWF,ITGB6,0,0,0,0
LAMB1,ITGB6,0,0,0,0
LAMA4,ITGB6,0,0,0,0
LAMC2,ITGB6,0,0,0,0
TNC,ITGB6,0,0,0,0
COL6A3,ITGB6,0,0,0,0
LAMA3,ITGB6,0,0,0,0
LAMC3,ITGB6,0,0,0,0
SPP1,ITGB6,0,0,0,0
LAMA2,ITGB6,0,0,0,0
CHAD,ITGB6,0,0,0,0
COL6A6,ITGB6,0,0,0,0
THBS4,ITGB6,0,0,0,0
IGF1,EPHB1,0,0,0,0
EGF,EPHB1,0,0,0,0
NGF,EPHB1,0,0,0,0
CSF1,EPHB1,0,0,0,0
HGF,EPHB1,0,0,0,0
AREG,EPHB1,0,0,0,0
PDGFA,EPHB1,0,0,0,0
PDGFB,EPHB1,0,0,0,0
EFNB3,EPHB1,0,0,0,0
ANGPT2,EPHB1,0,0,0,0
ANGPT1,EPHB1,0,0,0,0
ANGPT4,EPHB1,0,0,0,0
BDNF,EPHB1,0,0,0,0
EREG,EPHB1,0,0,0,0
VEGFD,EPHB1,0,0,0,0
FGF5,EPHB1,0,0,0,0
FGF23,EPHB1,0,0,0,0
PGF,EPHB1,0,0,0,0
IGF1,EPHA2,0,0,0,0
EGF,EPHA2,0,0,0,0
NGF,EPHA2,0,0,0,0
CSF1,EPHA2,0,0,0,0
HGF,EPHA2,0,0,0,0
TNF,EPHA2,0,0,0,0
AREG,EPHA2,0,0,0,0
PDGFA,EPHA2,0,0,0,0
PDGFB,EPHA2,0,0,0,0
ANGPT2,EPHA2,0,0,0,0
ANGPT1,EPHA2,0,0,0,0
ANGPT4,EPHA2,0,0,0,0
BDNF,EPHA2,0,0,0,0
EREG,EPHA2,0,0,0,0
VEGFD,EPHA2,0,0,0,0
FGF5,EPHA2,0,0,0,0
FGF23,EPHA2,0,0,0,0
PGF,EPHA2,0,0,0,0
TLN1,ITGB5,0,0.19088754057884216,0,0
RELN,ITGB5,0,0,0,0
VTN,ITGB5,0,0,0,0.5516824722290039
THBS1,ITGB5,0,0,0,0.13760849833488464
THBS2,ITGB5,0,0,0,0.038379546254873276
VWF,ITGB5,0,0,0,0
LAMB1,ITGB5,0,0,0,0.6814056038856506
LAMA4,ITGB5,0,0,0,0.3950958847999573
LAMC2,ITGB5,0,0,0,0
TNC,ITGB5,0,0,0,0.12488338351249695
COL6A3,ITGB5,0,0,0,0.32185786962509155
LAMA3,ITGB5,0,0,0,0
LAMC3,ITGB5,0,0,0,0.8368474245071411
SPP1,ITGB5,0,0,0,0
CYR61,ITGB5,0,0,0,0.17959991097450256
LAMA2,ITGB5,0,0,0,1.1615883111953735
EDIL3,ITGB5,0,0,0,0
CHAD,ITGB5,0,0.11133701354265213,0,0
COL6A6,ITGB5,0,0,0,0.15499721467494965
THBS4,ITGB5,0,0,0,0
IGF1,FGFR1,0,0,0,1.7622325420379639
EGF,FGFR1,0,0,0,0
NGF,FGFR1,0,0,0,0.9943798780441284
CSF1,FGFR1,0,0,0,1.2023979425430298
HGF,FGFR1,0,0,0,1.2974399328231812
AREG,FGFR1,0,0,0,0
PDGFA,FGFR1,0,0,0,0.8878827691078186
PDGFB,FGFR1,0,0.8673551082611084,0,0
ANGPT2,FGFR1,0,0,0,0.897395133972168
ANGPT1,FGFR1,0,0,0,1.4460917711257935
ANGPT4,FGFR1,0,0,0,1.2139707803726196
BDNF,FGFR1,0,0,0,0.9153026342391968
EREG,FGFR1,0,0,0,0
VEGFD,FGFR1,0,0,0,0.9766548871994019
FGF5,FGFR1,0,0,0,0
FGF23,FGFR1,0,0,0,0
PGF,FGFR1,0,0,0,1.2140138149261475
IGF1,FGFR4,0,0,0,1.042392611503601
EGF,FGFR4,0,0,0,0
NGF,FGFR4,0,0,0,0.27453988790512085
CSF1,FGFR4,0,0,0,0.4825579524040222
HGF,FGFR4,0,0,0,0.5775999426841736
AREG,FGFR4,0,0,0,0
PDGFA,FGFR4,0,0,0,0.16804274916648865
PDGFB,FGFR4,0,0.14751510322093964,0,0
ANGPT2,FGFR4,0,0,0,0.17755508422851562
ANGPT1,FGFR4,0,0,0,0.7262517213821411
ANGPT4,FGFR4,0,0,0,0.4941307604312897
BDNF,FGFR4,0,0,0,0.19546261429786682
EREG,FGFR4,0,0,0,0
VEGFD,FGFR4,0,0,0,0.2568148970603943
FGF5,FGFR4,0,0,0,0
FGF23,FGFR4,0,0,0,0
PGF,FGFR4,0,0,0,0.4941738247871399
PDGFA,FURIN,0,0,0.23126479983329773,0
IGF1,FLT4,0,0,0,0
EGF,FLT4,0,0,0,0
NGF,FLT4,0,0,0,0
CSF1,FLT4,0,0,0,0
HGF,FLT4,0,0,0,0
TNF,FLT4,0,0,0,0
AREG,FLT4,0,0,0,0
PDGFA,FLT4,0,0,0,0
PDGFB,FLT4,0,0,0,0
ANGPT2,FLT4,0,0,0,0
ANGPT1,FLT4,0,0,0,0
ANGPT4,FLT4,0,0,0,0
KDR,FLT4,0,0,0,0
BDNF,FLT4,0,0,0,0
EREG,FLT4,0,0,0,0
VEGFD,FLT4,0,0,0,0
VTN,FLT4,0,0,0,0
FGF5,FLT4,0,0,0,0
FGF23,FLT4,0,0,0,0
PGF,FLT4,0,0,0,0
IL6,NOTCH3,0,0,0,1.1814730167388916
DLL4,NOTCH3,0,0,0,0
THBS2,NOTCH3,0,0,0,0.5608046054840088
DLK1,NOTCH3,0,0,0,0.6314777135848999
SCGB3A1,NOTCH3,0,0,0,0
IGF1,TIE1,0,0,0,0
EGF,TIE1,0,0,0,0
NGF,TIE1,0,0,0,0
CSF1,TIE1,0,0,0,0
HGF,TIE1,0,0,0,0
AREG,TIE1,0,0,0,0
PDGFA,TIE1,0,0,0,0
PDGFB,TIE1,0,0,0,0
ANGPT2,TIE1,0,0,0,0
ANGPT1,TIE1,0,0,0,0
ANGPT4,TIE1,0,0,0,0
BDNF,TIE1,0,0,0,0
EREG,TIE1,0,0,0,0
VEGFD,TIE1,0,0,0,0
FGF5,TIE1,0,0,0,0
FGF23,TIE1,0,0,0,0
PGF,TIE1,0,0,0,0
ANGPTL4,TIE1,0,0,0,0
IGF1,AXL,0,0,0,1.357853889465332
EGF,AXL,0,0,0,0
NGF,AXL,0,0,0,0.5900012254714966
CSF1,AXL,0,0,0,0.798019289970398
HGF,AXL,0,0,0,0.8930612802505493
AREG,AXL,0,0,0,0
PDGFA,AXL,0,0,0,0.48350411653518677
PDGFB,AXL,0,0.46297645568847656,0,0
ANGPT2,AXL,0,0,0,0.49301645159721375
ANGPT1,AXL,0,0,0,1.0417131185531616
ANGPT4,AXL,0,0,0,0.8095921277999878
GAS6,AXL,0,0,0,0.8677680492401123
BDNF,AXL,0,0,0,0.5109239816665649
EREG,AXL,0,0,0,0
VEGFD,AXL,0,0,0,0.57227623462677
FGF5,AXL,0,0,0,0
FGF23,AXL,0,0,0,0
PGF,AXL,0,0,0,0.8096351623535156
IGF1,EPHA7,0,0,0,0.9358277916908264
WNT5A,EPHA7,0,0,0,0.5176504254341125
EGF,EPHA7,0,0,0,0
NGF,EPHA7,0,0,0,0.16797509789466858
CSF1,EPHA7,0,0,0,0.37599319219589233
HGF,EPHA7,0,0,0,0.4710351824760437
AREG,EPHA7,0,0,0,0
PDGFA,EPHA7,0,0,0,0.061477985233068466
PDGFB,EPHA7,0,0.04095032811164856,0,0
ANGPT2,EPHA7,0,0,0,0.07099032402038574
ANGPT1,EPHA7,0,0,0,0.6196869611740112
ANGPT4,EPHA7,0,0,0,0.3875660002231598
BDNF,EPHA7,0,0,0,0.08889783918857574
AFDN,EPHA7,0,0,0,0
EREG,EPHA7,0,0,0,0
VEGFD,EPHA7,0,0,0,0.1502501219511032
FGF5,EPHA7,0,0,0,0
FGF23,EPHA7,0,0,0,0
PGF,EPHA7,0,0,0,0.38760906457901
IGF1,EPHA5,0,0,0,0.9523680806159973
EGF,EPHA5,0,0,0,0
NGF,EPHA5,0,0,0,0.1845153570175171
CSF1,EPHA5,0,0,0,0.39253342151641846
HGF,EPHA5,0,0,0,0.4875754117965698
AREG,EPHA5,0,0,0,0
PDGFA,EPHA5,0,0,0,0.07801823318004608
PDGFB,EPHA5,0,0.057490576058626175,0,0
ANGPT2,EPHA5,0,0,0,0.08753056824207306
ANGPT1,EPHA5,0,0,0,0.6362272500991821
ANGPT4,EPHA5,0,0,0,0.4041062295436859
BDNF,EPHA5,0,0,0,0.10543808341026306
EREG,EPHA5,0,0,0,0
VEGFD,EPHA5,0,0,0,0.16679036617279053
FGF5,EPHA5,0,0,0,0
FGF23,EPHA5,0,0,0,0
PGF,EPHA5,0,0,0,0.40414929389953613
IGF1,INSRR,0,0,0,0.9587914943695068
EGF,INSRR,0,0,0,0
NGF,INSRR,0,0,0,0.1909387707710266
CSF1,INSRR,0,0,0,0.39895686507225037
HGF,INSRR,0,0,0,0.49399885535240173
AREG,INSRR,0,0,0,0
PDGFA,INSRR,0,0,0,0.0844416618347168
PDGFB,INSRR,0,0.06391400098800659,0,0
ANGPT2,INSRR,0,0,0,0.09395399689674377
ANGPT1,INSRR,0,0,0,0.6426506638526917
ANGPT4,INSRR,0,0,0,0.4105296730995178
BDNF,INSRR,0,0,0,0.11186151206493378
EREG,INSRR,0,0,0,0
VEGFD,INSRR,0,0,0,0.17321379482746124
FGF5,INSRR,0,0,0,0
FGF23,INSRR,0,0,0,0
PGF,INSRR,0,0,0,0.41057273745536804
IGF1,PDGFRA,0,0,0,1.9252331256866455
EGF,PDGFRA,0,0,0,0
NGF,PDGFRA,0,0,0,1.15738046169281
CSF1,PDGFRA,0,0,0,1.3653985261917114
HGF,PDGFRA,0,0,0,1.4604405164718628
AREG,PDGFRA,0,0,0,0
PDGFA,PDGFRA,0,0,0,1.0508832931518555
PDGFB,PDGFRA,0,1.03035569190979,0,0
ANGPT2,PDGFRA,0,0,0,1.06039559841156
ANGPT1,PDGFRA,0,0,0,1.6090922355651855
ANGPT4,PDGFRA,0,0,0,1.3769712448120117
BDNF,PDGFRA,0,0,0,1.0783030986785889
EREG,PDGFRA,0,0,0,0
VEGFD,PDGFRA,0,0,0,1.1396554708480835
FGF5,PDGFRA,0,0,0,0
FGF23,PDGFRA,0,0,0,0
PGF,PDGFRA,0,0,0,1.377014398574829
IGF1,CSF1R,0,0,0.9647889733314514,0
EGF,CSF1R,0,0,0,0
NGF,CSF1R,0,0,0.1969362497329712,0
CSF1,CSF1R,0,0,0.40495434403419495,0
CSF3,CSF1R,0,0,0,0
CSF2,CSF1R,0.04484504088759422,0,0,0
HGF,CSF1R,0,0,0.4999963343143463,0
AREG,CSF1R,0,0,0,0
PDGFA,CSF1R,0,0,0.09043914079666138,0
PDGFB,CSF1R,0.06991147994995117,0,0,0
ANGPT2,CSF1R,0,0,0.09995147585868835,0
ANGPT1,CSF1R,0,0,0.6486481428146362,0
ANGPT4,CSF1R,0,0,0.4165271520614624,0
BDNF,CSF1R,0,0,0.11785899102687836,0
EREG,CSF1R,0,0,0,0
VEGFD,CSF1R,0,0,0.17921128869056702,0
FGF5,CSF1R,0,0,0,0
FGF23,CSF1R,0,0,0,0
PGF,CSF1R,0,0,0.4165702164173126,0
IGF1,DDR2,0,0,0,1.8006294965744019
EGF,DDR2,0,0,0,0
NGF,DDR2,0,0,0,1.0327768325805664
CSF1,DDR2,0,0,0,1.2407948970794678
HGF,DDR2,0,0,0,1.3358368873596191
AREG,DDR2,0,0,0,0
PDGFA,DDR2,0,0,0,0.9262796640396118
PDGFB,DDR2,0,0.9057520031929016,0,0
ANGPT2,DDR2,0,0,0,0.9357920289039612
ANGPT1,DDR2,0,0,0,1.4844887256622314
ANGPT4,DDR2,0,0,0,1.2523677349090576
BDNF,DDR2,0,0,0,0.95369952917099
EREG,DDR2,0,0,0,0
VEGFD,DDR2,0,0,0,1.0150518417358398
FGF5,DDR2,0,0,0,0
FGF23,DDR2,0,0,0,0
PGF,DDR2,0,0,0,1.2524107694625854
IGF1,RET,0,0,0.9998659491539001,0
EGF,RET,0,0,0,0
NGF,RET,0,0,0.2320132553577423,0
CSF1,RET,0,0,0.4400313198566437,0
HGF,RET,0,0,0.5350733399391174,0
AREG,RET,0,0,0,0
PDGFA,RET,0,0,0.1255161315202713,0
PDGFB,RET,0.1049884706735611,0,0,0
ANGPT2,RET,0,0,0.13502846658229828,0
ANGPT1,RET,0,0,0.683725118637085,0
ANGPT4,RET,0,0,0.45160412788391113,0
GDNF,RET,0,0,0.13497860729694366,0
BDNF,RET,0,0,0.15293598175048828,0
AGT,RET,0,0,0.5686644315719604,0
EREG,RET,0,0,0,0
VEGFD,RET,0,0,0.21428826451301575,0
GDF15,RET,0,0,0.25668469071388245,0
FGFR4,RET,0,0,0.18971863389015198,0
FGF5,RET,0,0,0,0
FGF23,RET,0,0,0,0
PGF,RET,0,0,0.45164719223976135,0
LGALS1,RET,0.17240995168685913,0,0.578056275844574,0
IGF1,FLT1,0,0,0,0
EGF,FLT1,0,0,0,0
NGF,FLT1,0,0,0,0
CSF1,FLT1,0,0,0,0
CSF2,FLT1,0,0,0,0
HGF,FLT1,0,0,0,0
AREG,FLT1,0,0,0,0
PDGFA,FLT1,0,0,0,0
PDGFB,FLT1,0,0,0,0
ANGPT2,FLT1,0,0,0,0
ANGPT1,FLT1,0,0,0,0
ANGPT4,FLT1,0,0,0,0
KDR,FLT1,0,0,0,0
FLT4,FLT1,0,0,0,0
BDNF,FLT1,0,0,0,0
EREG,FLT1,0,0,0,0
VEGFD,FLT1,0,0,0,0
FGF5,FLT1,0,0,0,0
FGF23,FLT1,0,0,0,0
PGF,FLT1,0,0,0,0
TNF,TRPM2,0,0,0,0
EGF,HSP90AB1,0,0,0,0
IL4,LGALS3,0,0,0,0
MUC1,LGALS3,0,0,0,0
CSF2,LGALS3,0,0,0,0
TNF,NR3C1,0,0,0,0
RLN1,NR3C1,0,0,0,0
GC,NR3C1,0,0,0,0
HGF,THBS1,0,0,0,0.5700272917747498
IL18,THBS1,0,0,0,0.12299845367670059
VWF,THBS1,0,0,0,0
IGF1,ITGAV,0,0,1.0235158205032349,0.9862774610519409
NRG1,ITGAV,0,0,0,0
PTN,ITGAV,0,0,0.9165328145027161,0.8792943954467773
L1CAM,ITGAV,0.16500124335289001,0.1277628242969513,0,0
VTN,ITGAV,0,0,0.6198698878288269,0.5826314687728882
THBS1,ITGAV,0,0,0.20579588413238525,0.16855747997760773
THBS2,ITGAV,0,0,0.10656692832708359,0.06932852417230606
CTGF,ITGAV,0,0,0.28144973516464233,0.244211345911026
VWF,ITGAV,0,0,0,0
PECAM1,ITGAV,0,0,0,0
TNC,ITGAV,0,0,0.19307076930999756,0.15583236515522003
MFGE8,ITGAV,0,0,0.685046911239624,0.6478084921836853
ANGPTL4,ITGAV,0,0,0.4090651869773865,0.37182679772377014
DMP1,ITGAV,0,0,0.14187955856323242,0.1046411544084549
ICAM4,ITGAV,0,0,0,0
SPP1,ITGAV,0,0,0,0
CYR61,ITGAV,0,0,0.24778729677200317,0.21054889261722565
EDIL3,ITGAV,0,0,0,0
POSTN,ITGAV,0,0,0.1773710697889328,0.14013266563415527
THBS4,ITGAV,0,0,0,0
CCL2,CCR2,0,0,0.5764984488487244,0
CXCL9,CCR2,0,0,0.2703028917312622,0
CCL5,CCR2,0.4045625925064087,0,0,0
CCL8,CCR2,0,0,0,0
CCL4,CCR2,0,0,0,0
CD40LG,CCR2,0.23685425519943237,0,0,0
CXCL10,CCR2,0,0,0.5706719756126404,0
CXCL12,CCR2,0,0,0.5841646790504456,0
CCL3,CCR2,0,0,0,0
CCL7,CCR2,0,0,0.5468536615371704,0
CCL11,CCR2,0,0,0.6130618453025818,0
CCL24,CCR2,0,0,0,0
CCL17,CCR2,0.22131922841072083,0,0,0
CCL22,CCR2,0.24279610812664032,0,0,0
CCL20,CCR2,0,0,0,0
CCL1,CCR2,0,0,0,0
CXCL1,CCR2,0,0,0.39064228534698486,0
CXCL2,CCR2,0,0,0,0
CXCL3,CCR2,0,0,0,0
CXCL5,CCR2,0,0,0,0
PPBP,CCR2,0,0,0,0
CXCL13,CCR2,0,0,0.42447519302368164,0
XCL1,CCR2,0.4781700372695923,0,0,0
PF4,CCR2,0,0,0,0
CXCL14,CCR2,0,0,0.7612903118133545,0
CYTL1,CCR2,0,0,0,0
MSMP,CCR2,0,0,0,0
CCL2,CCR3,0,0,0,0
CXCL9,CCR3,0,0,0,0
CCL5,CCR3,0,0,0,0
CCL8,CCR3,0,0,0,0
CCL4,CCR3,0,0,0,0
IL4,CCR3,0,0,0,0
CXCL10,CCR3,0,0,0,0
IL2,CCR3,0,0,0,0
CXCL12,CCR3,0,0,0,0
CCL3,CCR3,0,0,0,0
CCL7,CCR3,0,0,0,0
CCL11,CCR3,0,0,0,0
CCL24,CCR3,0,0,0,0
CCL17,CCR3,0,0,0,0
CCL22,CCR3,0,0,0,0
CCL20,CCR3,0,0,0,0
CCL1,CCR3,0,0,0,0
CXCL1,CCR3,0,0,0,0
CXCL2,CCR3,0,0,0,0
CXCL3,CCR3,0,0,0,0
CXCL5,CCR3,0,0,0,0
PPBP,CCR3,0,0,0,0
CXCL13,CCR3,0,0,0,0
XCL1,CCR3,0,0,0,0
PF4,CCR3,0,0,0,0
CXCL14,CCR3,0,0,0,0
CCL2,CCR5,0,0,0.5606194734573364,0
CXCL9,CCR5,0,0,0.25442391633987427,0
CCL5,CCR5,0.388683557510376,0,0,0
CCL8,CCR5,0,0,0,0
CCL4,CCR5,0,0,0,0
CXCL10,CCR5,0,0,0.5547930002212524,0
IL2,CCR5,0,0,0,0
IL12A,CCR5,0,0,0,0
CXCL12,CCR5,0,0,0.5682857036590576,0
CCL3,CCR5,0,0,0,0
CCL7,CCR5,0,0,0.5309746265411377,0
CCL11,CCR5,0,0,0.5971828699111938,0
CCL24,CCR5,0,0,0,0
CCL17,CCR5,0.2054402232170105,0,0,0
CCL22,CCR5,0.22691710293293,0,0,0
CCL20,CCR5,0,0,0,0
CCL1,CCR5,0,0,0,0
CXCL1,CCR5,0,0,0.3747633099555969,0
CXCL2,CCR5,0,0,0,0
CXCL3,CCR5,0,0,0,0
CXCL5,CCR5,0,0,0,0
PPBP,CCR5,0,0,0,0
CXCL13,CCR5,0,0,0.4085962176322937,0
IL12B,CCR5,0,0,0,0
IL18,CCR5,0,0,0.17709475755691528,0
XCL1,CCR5,0.46229106187820435,0,0,0
ORM1,CCR5,0,0,0,0
PF4,CCR5,0,0,0,0
CXCL14,CCR5,0,0,0.7454113364219666,0
S100A4,CCR5,0.399495929479599,0,0,0
CCL2,CCR1,0,0,0,0
IL10,CCR1,0,0,0,0
CXCL9,CCR1,0,0,0,0
CCL5,CCR1,0,0,0,0
CCL8,CCR1,0,0,0,0
CCL4,CCR1,0,0,0,0
CXCL10,CCR1,0,0,0,0
CSF2,CCR1,0,0,0,0
CXCL12,CCR1,0,0,0,0
CCL3,CCR1,0,0,0,0
CCL7,CCR1,0,0,0,0
CCL11,CCR1,0,0,0,0
CCL24,CCR1,0,0,0,0
CCL17,CCR1,0,0,0,0
CCL22,CCR1,0,0,0,0
CCL20,CCR1,0,0,0,0
CCL1,CCR1,0,0,0,0
CXCL1,CCR1,0,0,0,0
CXCL2,CCR1,0,0,0,0
CXCL3,CCR1,0,0,0,0
CXCL5,CCR1,0,0,0,0
PPBP,CCR1,0,0,0,0
CXCL13,CCR1,0,0,0,0
XCL1,CCR1,0,0,0,0
PF4,CCR1,0,0,0,0
CXCL14,CCR1,0,0,0,0
