cluster_1,,immune,immune,stroma,stroma
PDGFB,PDGFRB,0,0.6693987846374512,0,0
ANGPT2,PDGFRB,0,0,0,0.7357869148254395
ANGPT1,PDGFRB,0,0,0,1.1464322805404663
ANGPT4,PDGFRB,0,0,0,1.0957157611846924
BDNF,PDGFRB,0,0,0,0.6861132383346558
EREG,PDGFRB,0,0,0,0
VEGFD,PDGFRB,0,0,0,0.9736343622207642
FGF5,PDGFRB,0,0,0,0
FGF23,PDGFRB,0,0,0,0
PGF,PDGFRB,0,0,0,0.9072682857513428
MFGE8,PDGFRB,0,0,0,1.346696376800537
CD80,CD28,0,0,0,0
IL2,CD28,0.3415413796901703,0,0,0
IL12A,CD28,0,0,0,0
CD8A,CD28,0.42628300189971924,0,0,0
CD80,CD3G,0,0,0,0
GZMA,F2R,0.16248969733715057,0.4655193090438843,0,0
PRSS2,F2R,0.10899841040372849,0.4120280146598816,0,0
IGF1,KIT,0,0,0.5755205154418945,0
EGF,KIT,0,0,0,0
NGF,KIT,0,0,0.2313760668039322,0
CSF1,KIT,0,0,0.26917365193367004,0
HGF,KIT,0,0,0.5291954874992371,0
AREG,KIT,0,0,0,0
PDGFA,KIT,0,0,0.1075238361954689,0
PDGFB,KIT,0.05282387137413025,0,0,0
ANGPT2,KIT,0,0,0.11921197921037674,0
ANGPT1,KIT,0,0,0.529857337474823,0
ANGPT4,KIT,0,0,0.4791408181190491,0
BDNF,KIT,0,0,0.06953828781843185,0
EREG,KIT,0,0,0,0
VEGFD,KIT,0,0,0.35705941915512085,0
FGF5,KIT,0,0,0,0
FGF23,KIT,0,0,0,0
PGF,KIT,0,0,0.29069334268569946,0
SAA1,CD36,0,0,0,0
THBS1,CD36,0,0,0.3982006907463074,0
THBS2,CD36,0,0,0.20849178731441498,0
S100A8,CD36,0,0,0,0
S100A9,CD36,0,0,0,0
THBS4,CD36,0,0,0,0
KIT,CSF2RB,0,0,0,0
CSF3,CSF2RB,0,0,0,0
CSF2,CSF2RB,0,0,0,0
IL5,CSF2RB,0,0,0,0
KDR,CSF2RB,0,0,0,0
TSLP,IL7R,0,0,0.5404114723205566,0
IL7,IL7R,0,0,0.5718640685081482,0
IL6,IL2RB,0,0,0.9518324136734009,0
IL2,IL2RB,0.38851574063301086,0,0,0
IL1RN,IL2RB,0,0,0,0
CD8A,IL2RB,0.4732573628425598,0,0,0
IGF1,KDR,0,0,0,0.6408196687698364
IL6,KDR,0,0,0,0.6819878816604614
EGF,KDR,0,0,0,0
NGF,KDR,0,0,0,0.2966751754283905
CSF1,KDR,0,0,0,0.33447277545928955
HGF,KDR,0,0,0,0.5944945812225342
AREG,KDR,0,0,0,0
PDGFA,KDR,0,0,0,0.1728229522705078
PDGFB,KDR,0,0.11812297999858856,0,0
ANGPT2,KDR,0,0,0,0.18451109528541565
ANGPT1,KDR,0,0,0,0.5951564311981201
ANGPT4,KDR,0,0,0,0.5444399118423462
FLT4,KDR,0,0,0,0
BDNF,KDR,0,0,0,0.13483738899230957
EREG,KDR,0,0,0,0
VEGFD,KDR,0,0,0,0.42235854268074036
PTHLH,KDR,0,0,0,0
VTN,KDR,0,0,0,0.4601379334926605
FGF5,KDR,0,0,0,0
FGF23,KDR,0,0,0,0
PGF,KDR,0,0,0,0.35599246621131897
GREM1,KDR,0,0,0,0
NRP1,KDR,0,0.10622425377368927,0,0.7447069883346558
MDK,PTPRZ1,0,0,0,0
PTN,PTPRZ1,0,0,0,0
L1CAM,PTPRZ1,0,0,0,0
TNC,PTPRZ1,0,0,0,0
HGF,CD44,0,0,0,0
TNF,CD44,0,0,0,0
HBEGF,CD44,0,0,0,0
LGALS9,CD44,0,0,0,0
VCAN,CD44,0,0,0,0
LAMB1,CD44,0,0,0,0
LAMA4,CD44,0,0,0,0
LAMC2,CD44,0,0,0,0
COL6A3,CD44,0,0,0,0
LAMA3,CD44,0,0,0,0
LAMC3,CD44,0,0,0,0
SPP1,CD44,0,0,0,0
LAMA2,CD44,0,0,0,0
PRG4,CD44,0,0,0,0
COL6A5,CD44,0,0,0,0
COL6A6,CD44,0,0,0,0
RELN,ITGB6,0,0,0,0
VTN,ITGB6,0,0,0,0
THBS1,ITGB6,0,0,0,0
THBS2,ITGB6,0,0,0,0
VWF,ITGB6,0,0,0,0
LAMB1,ITGB6,0,0,0,0
LAMA4,ITGB6,0,0,0,0
LAMC2,ITGB6,0,0,0,0
TNC,ITGB6,0,0,0,0
COL6A3,ITGB6,0,0,0,0
LAMA3,ITGB6,0,0,0,0
LAMC3,ITGB6,0,0,0,0
SPP1,ITGB6,0,0,0,0
LAMA2,ITGB6,0,0,0,0
CHAD,ITGB6,0,0,0,0
COL6A6,ITGB6,0,0,0,0
THBS4,ITGB6,0,0,0,0
IGF1,EPHB1,0,0,0,0
EGF,EPHB1,0,0,0,0
NGF,EPHB1,0,0,0,0
CSF1,EPHB1,0,0,0,0
HGF,EPHB1,0,0,0,0
AREG,EPHB1,0,0,0,0
PDGFA,EPHB1,0,0,0,0
PDGFB,EPHB1,0,0,0,0
EFNB3,EPHB1,0,0,0,0
ANGPT2,EPHB1,0,0,0,0
ANGPT1,EPHB1,0,0,0,0
ANGPT4,EPHB1,0,0,0,0
BDNF,EPHB1,0,0,0,0
EREG,EPHB1,0,0,0,0
VEGFD,EPHB1,0,0,0,0
FGF5,EPHB1,0,0,0,0
FGF23,EPHB1,0,0,0,0
PGF,EPHB1,0,0,0,0
IGF1,EPHA2,0,0,0,0
EGF,EPHA2,0,0,0,0
NGF,EPHA2,0,0,0,0
CSF1,EPHA2,0,0,0,0
HGF,EPHA2,0,0,0,0
TNF,EPHA2,0,0,0,0
AREG,EPHA2,0,0,0,0
PDGFA,EPHA2,0,0,0,0
PDGFB,EPHA2,0,0,0,0
ANGPT2,EPHA2,0,0,0,0
ANGPT1,EPHA2,0,0,0,0
ANGPT4,EPHA2,0,0,0,0
BDNF,EPHA2,0,0,0,0
EREG,EPHA2,0,0,0,0
VEGFD,EPHA2,0,0,0,0
FGF5,EPHA2,0,0,0,0
FGF23,EPHA2,0,0,0,0
PGF,EPHA2,0,0,0,0
TLN1,ITGB5,0,0.48229870200157166,0,0.271186888217926
RELN,ITGB5,0,0,0,0.10438975691795349
VTN,ITGB5,0,0,0,0.45548680424690247
THBS1,ITGB5,0,0,0,0.35888198018074036
THBS2,ITGB5,0,0,0,0.16917306184768677
VWF,ITGB5,0,0,0,0
LAMB1,ITGB5,0,0,0,0.926482081413269
LAMA4,ITGB5,0,0,0,0.6493258476257324
LAMC2,ITGB5,0,0,0,0
TNC,ITGB5,0,0,0,0.17515252530574799
COL6A3,ITGB5,0,0,0,0.60107421875
LAMA3,ITGB5,0,0,0,0
LAMC3,ITGB5,0,0,0,1.2111279964447021
SPP1,ITGB5,0,0,0,0
CYR61,ITGB5,0,0,0,0.350121408700943
LAMA2,ITGB5,0,0,0,1.6649742126464844
EDIL3,ITGB5,0,0,0,0
CHAD,ITGB5,0,0,0,0
COL6A6,ITGB5,0,0,0,0.30832719802856445
THBS4,ITGB5,0,0,0,0
IGF1,FGFR1,0,0,0,1.6441051959991455
EGF,FGFR1,0,0,0,0
NGF,FGFR1,0,0,0,1.2999608516693115
CSF1,FGFR1,0,0,0,1.3377584218978882
HGF,FGFR1,0,0,0,1.5977802276611328
AREG,FGFR1,0,0,0,0
PDGFA,FGFR1,0,0,0,1.1761085987091064
PDGFB,FGFR1,0,1.1214085817337036,0,0
ANGPT2,FGFR1,0,0,0,1.187796711921692
ANGPT1,FGFR1,0,0,0,1.5984420776367188
ANGPT4,FGFR1,0,0,0,1.5477255582809448
BDNF,FGFR1,0,0,0,1.1381230354309082
EREG,FGFR1,0,0,0,0
VEGFD,FGFR1,0,0,0,1.4256441593170166
FGF5,FGFR1,0,0,0,0
FGF23,FGFR1,0,0,0,0
PGF,FGFR1,0,0,0,1.3592780828475952
IGF1,FGFR4,0,0,0,0.693999707698822
EGF,FGFR4,0,0,0,0
NGF,FGFR4,0,0,0,0.3498552441596985
CSF1,FGFR4,0,0,0,0.38765281438827515
HGF,FGFR4,0,0,0,0.6476746201515198
AREG,FGFR4,0,0,0,0
PDGFA,FGFR4,0,0,0,0.2260029911994934
PDGFB,FGFR4,0,0.17130303382873535,0,0
ANGPT2,FGFR4,0,0,0,0.23769113421440125
ANGPT1,FGFR4,0,0,0,0.6483365297317505
ANGPT4,FGFR4,0,0,0,0.5976200103759766
BDNF,FGFR4,0,0,0,0.18801745772361755
EREG,FGFR4,0,0,0,0
VEGFD,FGFR4,0,0,0,0.47553861141204834
FGF5,FGFR4,0,0,0,0
FGF23,FGFR4,0,0,0,0
PGF,FGFR4,0,0,0,0.40917253494262695
PDGFA,FURIN,0,0,0.08739110827445984,0
IGF1,FLT4,0,0,0,0
EGF,FLT4,0,0,0,0
NGF,FLT4,0,0,0,0
CSF1,FLT4,0,0,0,0
HGF,FLT4,0,0,0,0
TNF,FLT4,0,0,0,0
AREG,FLT4,0,0,0,0
PDGFA,FLT4,0,0,0,0
PDGFB,FLT4,0,0,0,0
ANGPT2,FLT4,0,0,0,0
ANGPT1,FLT4,0,0,0,0
ANGPT4,FLT4,0,0,0,0
KDR,FLT4,0,0,0,0
BDNF,FLT4,0,0,0,0
EREG,FLT4,0,0,0,0
VEGFD,FLT4,0,0,0,0
VTN,FLT4,0,0,0,0
FGF5,FLT4,0,0,0,0
FGF23,FLT4,0,0,0,0
PGF,FLT4,0,0,0,0
IL6,NOTCH3,0,0,0,1.1414966583251953
DLL4,NOTCH3,0,0,0,0
THBS2,NOTCH3,0,0,0,0.6333329677581787
DLK1,NOTCH3,0,0,0,0.6689938306808472
SCGB3A1,NOTCH3,0,0,0,0
IGF1,TIE1,0,0,0,0
EGF,TIE1,0,0,0,0
NGF,TIE1,0,0,0,0
CSF1,TIE1,0,0,0,0
HGF,TIE1,0,0,0,0
AREG,TIE1,0,0,0,0
PDGFA,TIE1,0,0,0,0
PDGFB,TIE1,0,0,0,0
ANGPT2,TIE1,0,0,0,0
ANGPT1,TIE1,0,0,0,0
ANGPT4,TIE1,0,0,0,0
BDNF,TIE1,0,0,0,0
EREG,TIE1,0,0,0,0
VEGFD,TIE1,0,0,0,0
FGF5,TIE1,0,0,0,0
FGF23,TIE1,0,0,0,0
PGF,TIE1,0,0,0,0
ANGPTL4,TIE1,0,0,0,0
IGF1,AXL,0,0,0,1.0504240989685059
EGF,AXL,0,0,0,0
NGF,AXL,0,0,0,0.7062796354293823
CSF1,AXL,0,0,0,0.744077205657959
HGF,AXL,0,0,0,1.0040990114212036
AREG,AXL,0,0,0,0
PDGFA,AXL,0,0,0,0.5824273824691772
PDGFB,AXL,0,0.5277274250984192,0,0
ANGPT2,AXL,0,0,0,0.5941155552864075
ANGPT1,AXL,0,0,0,1.004760980606079
ANGPT4,AXL,0,0,0,0.9540444016456604
GAS6,AXL,0,0,0,1.1216344833374023
BDNF,AXL,0,0,0,0.5444418787956238
EREG,AXL,0,0,0,0
VEGFD,AXL,0,0,0,0.8319630026817322
FGF5,AXL,0,0,0,0
FGF23,AXL,0,0,0,0
PGF,AXL,0,0,0,0.7655969262123108
IGF1,EPHA7,0,0,0,0.6279533505439758
WNT5A,EPHA7,0,0,0,0.6007715463638306
EGF,EPHA7,0,0,0,0
NGF,EPHA7,0,0,0,0.2838088870048523
CSF1,EPHA7,0,0,0,0.32160648703575134
HGF,EPHA7,0,0,0,0.5816283226013184
AREG,EPHA7,0,0,0,0
PDGFA,EPHA7,0,0,0,0.1599566638469696
PDGFB,EPHA7,0,0.10525669902563095,0,0
ANGPT2,EPHA7,0,0,0,0.17164480686187744
ANGPT1,EPHA7,0,0,0,0.5822901725769043
ANGPT4,EPHA7,0,0,0,0.5315736532211304
BDNF,EPHA7,0,0,0,0.12197111546993256
AFDN,EPHA7,0,0,0,0.154649019241333
EREG,EPHA7,0,0,0,0
VEGFD,EPHA7,0,0,0,0.40949225425720215
FGF5,EPHA7,0,0,0,0
FGF23,EPHA7,0,0,0,0
PGF,EPHA7,0,0,0,0.34312617778778076
IGF1,EPHA5,0,0,0,0.5646489262580872
EGF,EPHA5,0,0,0,0
NGF,EPHA5,0,0,0,0.22050446271896362
CSF1,EPHA5,0,0,0,0.2583020329475403
HGF,EPHA5,0,0,0,0.5183238387107849
AREG,EPHA5,0,0,0,0
PDGFA,EPHA5,0,0,0,0.09665222465991974
PDGFB,EPHA5,0,0.041952259838581085,0,0
ANGPT2,EPHA5,0,0,0,0.10834036767482758
ANGPT1,EPHA5,0,0,0,0.5189857482910156
ANGPT4,EPHA5,0,0,0,0.4682692289352417
BDNF,EPHA5,0,0,0,0.05866667628288269
EREG,EPHA5,0,0,0,0
VEGFD,EPHA5,0,0,0,0.3461878299713135
FGF5,EPHA5,0,0,0,0
FGF23,EPHA5,0,0,0,0
PGF,EPHA5,0,0,0,0.2798217535018921
IGF1,INSRR,0,0,0,0.6129870414733887
EGF,INSRR,0,0,0,0
NGF,INSRR,0,0,0,0.2688426077365875
CSF1,INSRR,0,0,0,0.3066401779651642
HGF,INSRR,0,0,0,0.5666620135307312
AREG,INSRR,0,0,0,0
PDGFA,INSRR,0,0,0,0.14499036967754364
PDGFB,INSRR,0,0.09029040485620499,0,0
ANGPT2,INSRR,0,0,0,0.15667851269245148
ANGPT1,INSRR,0,0,0,0.5673238635063171
ANGPT4,INSRR,0,0,0,0.5166073441505432
BDNF,INSRR,0,0,0,0.10700482130050659
EREG,INSRR,0,0,0,0
VEGFD,INSRR,0,0,0,0.3945259749889374
FGF5,INSRR,0,0,0,0
FGF23,INSRR,0,0,0,0
PGF,INSRR,0,0,0,0.328159898519516
IGF1,PDGFRA,0,0,0,1.9715940952301025
EGF,PDGFRA,0,0,0,0
NGF,PDGFRA,0,0,0,1.6274497509002686
CSF1,PDGFRA,0,0,0,1.6652473211288452
HGF,PDGFRA,0,0,0,1.9252691268920898
AREG,PDGFRA,0,0,0,0
PDGFA,PDGFRA,0,0,0,1.5035974979400635
PDGFB,PDGFRA,0,1.4488974809646606,0,0
ANGPT2,PDGFRA,0,0,0,1.515285611152649
ANGPT1,PDGFRA,0,0,0,1.9259309768676758
ANGPT4,PDGFRA,0,0,0,1.8752144575119019
BDNF,PDGFRA,0,0,0,1.4656119346618652
EREG,PDGFRA,0,0,0,0
VEGFD,PDGFRA,0,0,0,1.7531330585479736
FGF5,PDGFRA,0,0,0,0
FGF23,PDGFRA,0,0,0,0
PGF,PDGFRA,0,0,0,1.6867669820785522
IGF1,CSF1R,0,0,0.5876110792160034,0
EGF,CSF1R,0,0,0,0
NGF,CSF1R,0,0,0.2434665858745575,0
CSF1,CSF1R,0,0,0.28126418590545654,0
CSF3,CSF1R,0,0,0,0
CSF2,CSF1R,0,0,0,0
HGF,CSF1R,0,0,0.5412859916687012,0
AREG,CSF1R,0,0,0,0
PDGFA,CSF1R,0,0,0.11961435526609421,0
PDGFB,CSF1R,0.06491439044475555,0,0,0
ANGPT2,CSF1R,0,0,0.13130250573158264,0
ANGPT1,CSF1R,0,0,0.5419478416442871,0
ANGPT4,CSF1R,0,0,0.49123135209083557,0
BDNF,CSF1R,0,0,0.08162880688905716,0
EREG,CSF1R,0,0,0,0
VEGFD,CSF1R,0,0,0.36914995312690735,0
FGF5,CSF1R,0,0,0,0
FGF23,CSF1R,0,0,0,0
PGF,CSF1R,0,0,0.30278387665748596,0
IGF1,DDR2,0,0,0,1.5261849164962769
EGF,DDR2,0,0,0,0
NGF,DDR2,0,0,0,1.1820404529571533
CSF1,DDR2,0,0,0,1.21983802318573
HGF,DDR2,0,0,0,1.4798598289489746
AREG,DDR2,0,0,0,0
PDGFA,DDR2,0,0,0,1.0581881999969482
PDGFB,DDR2,0,1.003488302230835,0,0
ANGPT2,DDR2,0,0,0,1.0698763132095337
ANGPT1,DDR2,0,0,0,1.4805216789245605
ANGPT4,DDR2,0,0,0,1.4298052787780762
BDNF,DDR2,0,0,0,1.02020263671875
EREG,DDR2,0,0,0,0
VEGFD,DDR2,0,0,0,1.3077237606048584
FGF5,DDR2,0,0,0,0
FGF23,DDR2,0,0,0,0
PGF,DDR2,0,0,0,1.2413578033447266
IGF1,RET,0,0,0.659218966960907,0
EGF,RET,0,0,0,0
NGF,RET,0,0,0.31507453322410583,0
CSF1,RET,0,0,0.3528721034526825,0
HGF,RET,0,0,0.6128939390182495,0
AREG,RET,0,0,0,0
PDGFA,RET,0,0,0.19122229516506195,0
PDGFB,RET,0.1365223228931427,0,0,0
ANGPT2,RET,0,0,0.2029104381799698,0
ANGPT1,RET,0,0,0.6135557889938354,0
ANGPT4,RET,0,0,0.5628392696380615,0
GDNF,RET,0,0,0.23865368962287903,0
BDNF,RET,0,0,0.1532367467880249,0
AGT,RET,0,0,0.1750282645225525,0
EREG,RET,0,0,0,0
VEGFD,RET,0,0,0.4407579004764557,0
GDF15,RET,0,0,0.29413923621177673,0
FGFR4,RET,0,0,0.275770902633667,0
FGF5,RET,0,0,0,0
FGF23,RET,0,0,0,0
PGF,RET,0,0,0.3743918240070343,0
LGALS1,RET,0.18672673404216766,0,0.5864841341972351,0
IGF1,FLT1,0,0,0,0
EGF,FLT1,0,0,0,0
NGF,FLT1,0,0,0,0
CSF1,FLT1,0,0,0,0
CSF2,FLT1,0,0,0,0
HGF,FLT1,0,0,0,0
AREG,FLT1,0,0,0,0
PDGFA,FLT1,0,0,0,0
PDGFB,FLT1,0,0,0,0
ANGPT2,FLT1,0,0,0,0
ANGPT1,FLT1,0,0,0,0
ANGPT4,FLT1,0,0,0,0
KDR,FLT1,0,0,0,0
FLT4,FLT1,0,0,0,0
BDNF,FLT1,0,0,0,0
EREG,FLT1,0,0,0,0
VEGFD,FLT1,0,0,0,0
FGF5,FLT1,0,0,0,0
FGF23,FLT1,0,0,0,0
PGF,FLT1,0,0,0,0
TNF,TRPM2,0,0,0,0
EGF,HSP90AB1,0,0,0,0
IL4,LGALS3,0,0,0,0
MUC1,LGALS3,0,0,0,0
CSF2,LGALS3,0,0,0,0
TNF,NR3C1,0,0,0,0
RLN1,NR3C1,0,0,0,0
GC,NR3C1,0,0,0,0
HGF,THBS1,0,0,0,0.7538361549377441
IL18,THBS1,0,0,0,0.4799797534942627
VWF,THBS1,0,0,0,0
IGF1,ITGAV,0,0,0.5686634182929993,0.669110894203186
NRG1,ITGAV,0,0,0.06033352017402649,0.16078099608421326
PTN,ITGAV,0,0,1.1642037630081177,1.2646512985229492
L1CAM,ITGAV,0.11735592037439346,0.21780340373516083,0,0
VTN,ITGAV,0,0,0.38798171281814575,0.4884291887283325
THBS1,ITGAV,0,0,0.29137688875198364,0.3918243646621704
THBS2,ITGAV,0,0,0.10166797786951065,0.20211546123027802
CTGF,ITGAV,0,0,0.4798431098461151,0.5802906155586243
VWF,ITGAV,0,0,0,0
PECAM1,ITGAV,0,0,0,0
TNC,ITGAV,0,0,0.10764744132757187,0.20809492468833923
MFGE8,ITGAV,0,0,0.7232643365859985,0.8237118124961853
ANGPTL4,ITGAV,0,0,0.335981160402298,0.43642866611480713
DMP1,ITGAV,0,0,0.03023165836930275,0.1306791454553604
ICAM4,ITGAV,0,0,0,0
SPP1,ITGAV,0,0,0,0
CYR61,ITGAV,0,0,0.2826163172721863,0.38306379318237305
EDIL3,ITGAV,0,0,0,0
POSTN,ITGAV,0,0,0.0472896508872509,0.14773713052272797
THBS4,ITGAV,0,0,0,0
CCL2,CCR2,0,0,0.5339193344116211,0
CXCL9,CCR2,0,0,0.4445576071739197,0
CCL5,CCR2,0.4189535975456238,0,0,0
CCL8,CCR2,0,0,0,0
CCL4,CCR2,0,0,0,0
CD40LG,CCR2,0.29287928342819214,0,0,0
CXCL10,CCR2,0,0,0.6800585389137268,0
CXCL12,CCR2,0,0,0.7449328899383545,0
CCL3,CCR2,0,0,0,0
CCL7,CCR2,0,0,0.4580908417701721,0
CCL11,CCR2,0,0,0.5953615307807922,0
CCL24,CCR2,0,0,0,0
CCL17,CCR2,0,0,0,0
CCL22,CCR2,0,0,0,0
CCL20,CCR2,0,0,0,0
CCL1,CCR2,0,0,0,0
CXCL1,CCR2,0,0,0.5125224590301514,0
CXCL2,CCR2,0,0,0,0
CXCL3,CCR2,0,0,0,0
CXCL5,CCR2,0,0,0,0
PPBP,CCR2,0,0,0,0
CXCL13,CCR2,0,0,0.34913063049316406,0
XCL1,CCR2,0,0,0,0
PF4,CCR2,0,0,0,0
CXCL14,CCR2,0,0,0.6851530075073242,0
CYTL1,CCR2,0,0,0,0
MSMP,CCR2,0,0,0,0
CCL2,CCR3,0,0,0,0
CXCL9,CCR3,0,0,0,0
CCL5,CCR3,0,0,0,0
CCL8,CCR3,0,0,0,0
CCL4,CCR3,0,0,0,0
IL4,CCR3,0,0,0,0
CXCL10,CCR3,0,0,0,0
IL2,CCR3,0,0,0,0
CXCL12,CCR3,0,0,0,0
CCL3,CCR3,0,0,0,0
CCL7,CCR3,0,0,0,0
CCL11,CCR3,0,0,0,0
CCL24,CCR3,0,0,0,0
CCL17,CCR3,0,0,0,0
CCL22,CCR3,0,0,0,0
CCL20,CCR3,0,0,0,0
CCL1,CCR3,0,0,0,0
CXCL1,CCR3,0,0,0,0
CXCL2,CCR3,0,0,0,0
CXCL3,CCR3,0,0,0,0
CXCL5,CCR3,0,0,0,0
PPBP,CCR3,0,0,0,0
CXCL13,CCR3,0,0,0,0
XCL1,CCR3,0,0,0,0
PF4,CCR3,0,0,0,0
CXCL14,CCR3,0,0,0,0
CCL2,CCR5,0,0,0.5946077704429626,0
CXCL9,CCR5,0,0,0.5052460432052612,0
CCL5,CCR5,0.47964197397232056,0,0,0
CCL8,CCR5,0,0,0,0
CCL4,CCR5,0,0,0,0
CXCL10,CCR5,0,0,0.7407469749450684,0
IL2,CCR5,0.29117438197135925,0,0,0
IL12A,CCR5,0,0,0,0
CXCL12,CCR5,0,0,0.8056212663650513,0
CCL3,CCR5,0,0,0,0
CCL7,CCR5,0,0,0.5187792778015137,0
CCL11,CCR5,0,0,0.6560499668121338,0
CCL24,CCR5,0,0,0,0
CCL17,CCR5,0,0,0,0
CCL22,CCR5,0,0,0,0
CCL20,CCR5,0,0,0,0
CCL1,CCR5,0,0,0,0
CXCL1,CCR5,0,0,0.5732108354568481,0
CXCL2,CCR5,0,0,0,0
CXCL3,CCR5,0,0,0,0
CXCL5,CCR5,0,0,0,0
PPBP,CCR5,0,0,0,0
CXCL13,CCR5,0,0,0.40981900691986084,0
IL12B,CCR5,0,0,0,0
IL18,CCR5,0,0,0.4931413233280182,0
XCL1,CCR5,0,0,0,0
ORM1,CCR5,0,0,0,0
PF4,CCR5,0,0,0,0
CXCL14,CCR5,0,0,0.745841383934021,0
S100A4,CCR5,0.5125668048858643,0,0,0
CCL2,CCR1,0,0,0,0
IL10,CCR1,0,0,0,0
CXCL9,CCR1,0,0,0,0
CCL5,CCR1,0,0,0,0
CCL8,CCR1,0,0,0,0
CCL4,CCR1,0,0,0,0
CXCL10,CCR1,0,0,0,0
CSF2,CCR1,0,0,0,0
CXCL12,CCR1,0,0,0,0
CCL3,CCR1,0,0,0,0
CCL7,CCR1,0,0,0,0
CCL11,CCR1,0,0,0,0
CCL24,CCR1,0,0,0,0
