cluster_1,,immune,immune,stroma,stroma
ANGPT1,PDGFRB,0,0,0,1.042420506477356
ANGPT4,PDGFRB,0,0,0,0.8316829204559326
BDNF,PDGFRB,0,0,0,0.6897643208503723
EREG,PDGFRB,0,0,0,0
VEGFD,PDGFRB,0,0,0,0.7137292623519897
FGF5,PDGFRB,0,0,0,0.6272658705711365
FGF23,PDGFRB,0,0,0,0
PGF,PDGFRB,0,0,0,0.9849336743354797
MFGE8,PDGFRB,0,0,0,1.5205931663513184
CD80,CD28,0,0,0,0
IL2,CD28,0.3152223825454712,0,0,0
IL12A,CD28,0,0,0,0
CD8A,CD28,0.344405859708786,0,0,0
CD80,CD3G,0,0,0,0
GZMA,F2R,0.35084113478660583,0.732568085193634,0,0
PRSS2,F2R,0,0,0,0
IGF1,KIT,0,0,0,0
EGF,KIT,0,0,0,0
NGF,KIT,0,0,0,0
CSF1,KIT,0,0,0,0
HGF,KIT,0,0,0,0
AREG,KIT,0,0,0,0
PDGFA,KIT,0,0,0,0
PDGFB,KIT,0,0,0,0
ANGPT2,KIT,0,0,0,0
ANGPT1,KIT,0,0,0,0
ANGPT4,KIT,0,0,0,0
BDNF,KIT,0,0,0,0
EREG,KIT,0,0,0,0
VEGFD,KIT,0,0,0,0
FGF5,KIT,0,0,0,0
FGF23,KIT,0,0,0,0
PGF,KIT,0,0,0,0
SAA1,CD36,0,0,0,0
THBS1,CD36,0,0,0.11623063683509827,0
THBS2,CD36,0,0,0,0
S100A8,CD36,0,0,0,0
S100A9,CD36,0,0,0,0
THBS4,CD36,0,0,0,0
KIT,CSF2RB,0,0,0,0
CSF3,CSF2RB,0,0,0,0
CSF2,CSF2RB,0,0,0,0
IL5,CSF2RB,0,0,0,0
KDR,CSF2RB,0,0,0,0
TSLP,IL7R,0,0,0.3917280435562134,0
IL7,IL7R,0,0,0.3673652112483978,0
IL6,IL2RB,0,0,0.7036044001579285,0
IL2,IL2RB,0.36015990376472473,0,0,0
IL1RN,IL2RB,0,0,0,0
CD8A,IL2RB,0.38934338092803955,0,0,0
IGF1,KDR,0,0,0,0
IL6,KDR,0,0,0,0
EGF,KDR,0,0,0,0
NGF,KDR,0,0,0,0
CSF1,KDR,0,0,0,0
HGF,KDR,0,0,0,0
AREG,KDR,0,0,0,0
PDGFA,KDR,0,0,0,0
PDGFB,KDR,0,0,0,0
ANGPT2,KDR,0,0,0,0
ANGPT1,KDR,0,0,0,0
ANGPT4,KDR,0,0,0,0
FLT4,KDR,0,0,0,0
BDNF,KDR,0,0,0,0
EREG,KDR,0,0,0,0
VEGFD,KDR,0,0,0,0
PTHLH,KDR,0,0,0,0
VTN,KDR,0,0,0,0
FGF5,KDR,0,0,0,0
FGF23,KDR,0,0,0,0
PGF,KDR,0,0,0,0
GREM1,KDR,0,0,0,0
NRP1,KDR,0,0,0,0
MDK,PTPRZ1,0,0,0,0
PTN,PTPRZ1,0,0,0,0
L1CAM,PTPRZ1,0,0,0,0
TNC,PTPRZ1,0,0,0,0
HGF,CD44,0,0,0,0
TNF,CD44,0,0,0,0
HBEGF,CD44,0,0,0,0
LGALS9,CD44,0,0,0,0
VCAN,CD44,0,0,0,0
LAMB1,CD44,0,0,0,0
LAMA4,CD44,0,0,0,0
LAMC2,CD44,0,0,0,0
COL6A3,CD44,0,0,0,0
LAMA3,CD44,0,0,0,0
LAMC3,CD44,0,0,0,0
SPP1,CD44,0,0,0,0
LAMA2,CD44,0,0,0,0
PRG4,CD44,0,0,0,0
COL6A5,CD44,0,0,0,0
COL6A6,CD44,0,0,0,0
RELN,ITGB6,0,0,0,0
VTN,ITGB6,0,0,0,0
THBS1,ITGB6,0,0,0,0
THBS2,ITGB6,0,0,0,0
VWF,ITGB6,0,0,0,0
LAMB1,ITGB6,0,0,0,0
LAMA4,ITGB6,0,0,0,0
LAMC2,ITGB6,0,0,0,0
TNC,ITGB6,0,0,0,0
COL6A3,ITGB6,0,0,0,0
LAMA3,ITGB6,0,0,0,0
LAMC3,ITGB6,0,0,0,0
SPP1,ITGB6,0,0,0,0
LAMA2,ITGB6,0,0,0,0
CHAD,ITGB6,0,0,0,0
COL6A6,ITGB6,0,0,0,0
THBS4,ITGB6,0,0,0,0
IGF1,EPHB1,0,0,0,0
EGF,EPHB1,0,0,0,0
NGF,EPHB1,0,0,0,0
CSF1,EPHB1,0,0,0,0
HGF,EPHB1,0,0,0,0
AREG,EPHB1,0,0,0,0
PDGFA,EPHB1,0,0,0,0
PDGFB,EPHB1,0,0,0,0
EFNB3,EPHB1,0,0,0,0
ANGPT2,EPHB1,0,0,0,0
ANGPT1,EPHB1,0,0,0,0
ANGPT4,EPHB1,0,0,0,0
BDNF,EPHB1,0,0,0,0
EREG,EPHB1,0,0,0,0
VEGFD,EPHB1,0,0,0,0
FGF5,EPHB1,0,0,0,0
FGF23,EPHB1,0,0,0,0
PGF,EPHB1,0,0,0,0
IGF1,EPHA2,0,0,0,0
EGF,EPHA2,0,0,0,0
NGF,EPHA2,0,0,0,0
CSF1,EPHA2,0,0,0,0
HGF,EPHA2,0,0,0,0
TNF,EPHA2,0,0,0,0
AREG,EPHA2,0,0,0,0
PDGFA,EPHA2,0,0,0,0
PDGFB,EPHA2,0,0,0,0
ANGPT2,EPHA2,0,0,0,0
ANGPT1,EPHA2,0,0,0,0
ANGPT4,EPHA2,0,0,0,0
BDNF,EPHA2,0,0,0,0
EREG,EPHA2,0,0,0,0
VEGFD,EPHA2,0,0,0,0
FGF5,EPHA2,0,0,0,0
FGF23,EPHA2,0,0,0,0
PGF,EPHA2,0,0,0,0
TLN1,ITGB5,0,0,0,0
RELN,ITGB5,0,0,0,0
VTN,ITGB5,0,0,0,0
THBS1,ITGB5,0,0,0,0
THBS2,ITGB5,0,0,0,0
VWF,ITGB5,0,0,0,0
LAMB1,ITGB5,0,0,0,0
LAMA4,ITGB5,0,0,0,0
LAMC2,ITGB5,0,0,0,0
TNC,ITGB5,0,0,0,0
COL6A3,ITGB5,0,0,0,0
LAMA3,ITGB5,0,0,0,0
LAMC3,ITGB5,0,0,0,0
SPP1,ITGB5,0,0,0,0
CYR61,ITGB5,0,0,0,0
LAMA2,ITGB5,0,0,0,0
EDIL3,ITGB5,0,0,0,0
CHAD,ITGB5,0,0,0,0
COL6A6,ITGB5,0,0,0,0
THBS4,ITGB5,0,0,0,0
IGF1,FGFR1,0,0,0,1.6168380975723267
EGF,FGFR1,0,0,0,0
NGF,FGFR1,0,0,0,0.708764374256134
CSF1,FGFR1,0,0,0,0.8200629949569702
HGF,FGFR1,0,0,0,1.4711933135986328
AREG,FGFR1,0,0,0,0
PDGFA,FGFR1,0,0,0,0
PDGFB,FGFR1,0,0.7311884164810181,0,0
ANGPT2,FGFR1,0,0,0,0.7623435854911804
ANGPT1,FGFR1,0,0,0,1.094475269317627
ANGPT4,FGFR1,0,0,0,0.8837376236915588
BDNF,FGFR1,0,0,0,0.7418190240859985
EREG,FGFR1,0,0,0,0
VEGFD,FGFR1,0,0,0,0.7657840251922607
FGF5,FGFR1,0,0,0,0.6793205738067627
FGF23,FGFR1,0,0,0,0
PGF,FGFR1,0,0,0,1.036988377571106
IGF1,FGFR4,0,0,0,1.2282216548919678
EGF,FGFR4,0,0,0,0
NGF,FGFR4,0,0,0,0.32014796137809753
CSF1,FGFR4,0,0,0,0.4314466118812561
HGF,FGFR4,0,0,0,1.082576870918274
AREG,FGFR4,0,0,0,0
PDGFA,FGFR4,0,0,0,0
PDGFB,FGFR4,0,0.34257200360298157,0,0
ANGPT2,FGFR4,0,0,0,0.3737272024154663
ANGPT1,FGFR4,0,0,0,0.7058588266372681
ANGPT4,FGFR4,0,0,0,0.49512118101119995
BDNF,FGFR4,0,0,0,0.35320261120796204
EREG,FGFR4,0,0,0,0
VEGFD,FGFR4,0,0,0,0.37716758251190186
FGF5,FGFR4,0,0,0,0.2907041609287262
FGF23,FGFR4,0,0,0,0
PGF,FGFR4,0,0,0,0.6483719348907471
PDGFA,FURIN,0,0,0,0
IGF1,FLT4,0,0,0,0
EGF,FLT4,0,0,0,0
NGF,FLT4,0,0,0,0
CSF1,FLT4,0,0,0,0
HGF,FLT4,0,0,0,0
TNF,FLT4,0,0,0,0
AREG,FLT4,0,0,0,0
PDGFA,FLT4,0,0,0,0
PDGFB,FLT4,0,0,0,0
ANGPT2,FLT4,0,0,0,0
ANGPT1,FLT4,0,0,0,0
ANGPT4,FLT4,0,0,0,0
KDR,FLT4,0,0,0,0
BDNF,FLT4,0,0,0,0
EREG,FLT4,0,0,0,0
VEGFD,FLT4,0,0,0,0
VTN,FLT4,0,0,0,0
FGF5,FLT4,0,0,0,0
FGF23,FLT4,0,0,0,0
PGF,FLT4,0,0,0,0
IL6,NOTCH3,0,0,0,0.7603908777236938
DLL4,NOTCH3,0,0,0,0
THBS2,NOTCH3,0,0,0,0
DLK1,NOTCH3,0,0,0,0.41044560074806213
SCGB3A1,NOTCH3,0,0,0,0
IGF1,TIE1,0,0,0,0
EGF,TIE1,0,0,0,0
NGF,TIE1,0,0,0,0
CSF1,TIE1,0,0,0,0
HGF,TIE1,0,0,0,0
AREG,TIE1,0,0,0,0
PDGFA,TIE1,0,0,0,0
PDGFB,TIE1,0,0,0,0
ANGPT2,TIE1,0,0,0,0
ANGPT1,TIE1,0,0,0,0
ANGPT4,TIE1,0,0,0,0
BDNF,TIE1,0,0,0,0
EREG,TIE1,0,0,0,0
VEGFD,TIE1,0,0,0,0
FGF5,TIE1,0,0,0,0
FGF23,TIE1,0,0,0,0
PGF,TIE1,0,0,0,0
ANGPTL4,TIE1,0,0,0,0
IGF1,AXL,0,0,0,1.4329603910446167
EGF,AXL,0,0,0,0
NGF,AXL,0,0,0,0.5248866081237793
CSF1,AXL,0,0,0,0.6361852884292603
HGF,AXL,0,0,0,1.2873154878616333
AREG,AXL,0,0,0,0
PDGFA,AXL,0,0,0,0
PDGFB,AXL,0,0.5473106503486633,0,0
ANGPT2,AXL,0,0,0,0.5784658789634705
ANGPT1,AXL,0,0,0,0.9105975031852722
ANGPT4,AXL,0,0,0,0.6998598575592041
GAS6,AXL,0,0,0,1.1966441869735718
BDNF,AXL,0,0,0,0.5579413175582886
EREG,AXL,0,0,0,0
VEGFD,AXL,0,0,0,0.581906259059906
FGF5,AXL,0,0,0,0.49544283747673035
FGF23,AXL,0,0,0,0
PGF,AXL,0,0,0,0.853110671043396
IGF1,EPHA7,0,0,0,1.043841004371643
WNT5A,EPHA7,0,0,0,0.8553009629249573
EGF,EPHA7,0,0,0,0
NGF,EPHA7,0,0,0,0.13576732575893402
CSF1,EPHA7,0,0,0,0.24706599116325378
HGF,EPHA7,0,0,0,0.8981962203979492
AREG,EPHA7,0,0,0,0
PDGFA,EPHA7,0,0,0,0
PDGFB,EPHA7,0,0.15819136798381805,0,0
ANGPT2,EPHA7,0,0,0,0.1893465518951416
ANGPT1,EPHA7,0,0,0,0.5214781761169434
ANGPT4,EPHA7,0,0,0,0.31074056029319763
BDNF,EPHA7,0,0,0,0.16882199048995972
AFDN,EPHA7,0,0,0,0
EREG,EPHA7,0,0,0,0
VEGFD,EPHA7,0,0,0,0.19278696179389954
FGF5,EPHA7,0,0,0,0.10632354021072388
FGF23,EPHA7,0,0,0,0
PGF,EPHA7,0,0,0,0.46399134397506714
IGF1,EPHA5,0,0,0,1.003895878791809
EGF,EPHA5,0,0,0,0
NGF,EPHA5,0,0,0,0.09582210332155228
CSF1,EPHA5,0,0,0,0.20712076127529144
HGF,EPHA5,0,0,0,0.8582509756088257
AREG,EPHA5,0,0,0,0
PDGFA,EPHA5,0,0,0,0
PDGFB,EPHA5,0,0.11824613809585571,0,0
ANGPT2,EPHA5,0,0,0,0.14940133690834045
ANGPT1,EPHA5,0,0,0,0.4815329611301422
ANGPT4,EPHA5,0,0,0,0.2707953453063965
BDNF,EPHA5,0,0,0,0.12887676060199738
EREG,EPHA5,0,0,0,0
VEGFD,EPHA5,0,0,0,0.1528417319059372
FGF5,EPHA5,0,0,0,0.06637831777334213
FGF23,EPHA5,0,0,0,0
PGF,EPHA5,0,0,0,0.4240460991859436
IGF1,INSRR,0,0,0,0.9991899132728577
EGF,INSRR,0,0,0,0
NGF,INSRR,0,0,0,0.09111617505550385
CSF1,INSRR,0,0,0,0.20241482555866241
HGF,INSRR,0,0,0,0.853545069694519
AREG,INSRR,0,0,0,0
PDGFA,INSRR,0,0,0,0
PDGFB,INSRR,0,0.11354020982980728,0,0
ANGPT2,INSRR,0,0,0,0.14469540119171143
ANGPT1,INSRR,0,0,0,0.4768270254135132
ANGPT4,INSRR,0,0,0,0.26608940958976746
BDNF,INSRR,0,0,0,0.12417082488536835
EREG,INSRR,0,0,0,0
VEGFD,INSRR,0,0,0,0.14813579618930817
FGF5,INSRR,0,0,0,0.061672382056713104
FGF23,INSRR,0,0,0,0
PGF,INSRR,0,0,0,0.41934019327163696
IGF1,PDGFRA,0,0,0,1.8378276824951172
EGF,PDGFRA,0,0,0,0
NGF,PDGFRA,0,0,0,0.9297539591789246
CSF1,PDGFRA,0,0,0,1.0410525798797607
HGF,PDGFRA,0,0,0,1.6921827793121338
AREG,PDGFRA,0,0,0,0
PDGFA,PDGFRA,0,0,0,0
PDGFB,PDGFRA,0,0.9521780014038086,0,0
ANGPT2,PDGFRA,0,0,0,0.983333170413971
ANGPT1,PDGFRA,0,0,0,1.3154648542404175
ANGPT4,PDGFRA,0,0,0,1.1047271490097046
BDNF,PDGFRA,0,0,0,0.9628086090087891
EREG,PDGFRA,0,0,0,0
VEGFD,PDGFRA,0,0,0,0.9867736101150513
FGF5,PDGFRA,0,0,0,0.9003101587295532
FGF23,PDGFRA,0,0,0,0
PGF,PDGFRA,0,0,0,1.2579779624938965
IGF1,CSF1R,0,0,0.9946094751358032,0
EGF,CSF1R,0,0,0,0
NGF,CSF1R,0,0,0.08653578162193298,0
CSF1,CSF1R,0,0,0.19783443212509155,0
CSF3,CSF1R,0,0,0,0
CSF2,CSF1R,0.05786432325839996,0,0,0
HGF,CSF1R,0,0,0.8489646911621094,0
AREG,CSF1R,0,0,0,0
PDGFA,CSF1R,0,0,0,0
PDGFB,CSF1R,0.10895981639623642,0,0,0
ANGPT2,CSF1R,0,0,0.14011500775814056,0
ANGPT1,CSF1R,0,0,0.4722466468811035,0
ANGPT4,CSF1R,0,0,0.2615090012550354,0
BDNF,CSF1R,0,0,0.11959043145179749,0
EREG,CSF1R,0,0,0,0
VEGFD,CSF1R,0,0,0.1435554027557373,0
FGF5,CSF1R,0,0,0.05709198862314224,0
FGF23,CSF1R,0,0,0,0
PGF,CSF1R,0,0,0.4147597849369049,0
IGF1,DDR2,0,0,0,1.7912085056304932
EGF,DDR2,0,0,0,0
NGF,DDR2,0,0,0,0.8831347823143005
CSF1,DDR2,0,0,0,0.9944334030151367
HGF,DDR2,0,0,0,1.6455636024475098
AREG,DDR2,0,0,0,0
PDGFA,DDR2,0,0,0,0
PDGFB,DDR2,0,0.9055588245391846,0,0
ANGPT2,DDR2,0,0,0,0.9367139935493469
ANGPT1,DDR2,0,0,0,1.2688456773757935
ANGPT4,DDR2,0,0,0,1.0581079721450806
BDNF,DDR2,0,0,0,0.916189432144165
EREG,DDR2,0,0,0,0
VEGFD,DDR2,0,0,0,0.9401544332504272
FGF5,DDR2,0,0,0,0.8536909818649292
FGF23,DDR2,0,0,0,0
PGF,DDR2,0,0,0,1.2113587856292725
IGF1,RET,0,0,1.0094326734542847,0
EGF,RET,0,0,0,0
NGF,RET,0,0,0.10135896503925323,0
CSF1,RET,0,0,0.212657630443573,0
HGF,RET,0,0,0.863787829875946,0
AREG,RET,0,0,0,0
PDGFA,RET,0,0,0,0
PDGFB,RET,0.12378300726413727,0,0,0
ANGPT2,RET,0,0,0.15493819117546082,0
ANGPT1,RET,0,0,0.48706984519958496,0
ANGPT4,RET,0,0,0.27633219957351685,0
GDNF,RET,0,0,0.15119534730911255,0
BDNF,RET,0,0,0.13441362977027893,0
AGT,RET,0,0,0.15219467878341675,0
EREG,RET,0,0,0,0
VEGFD,RET,0,0,0.15837860107421875,0
GDF15,RET,0,0,0.11729495227336884,0
FGFR4,RET,0,0,0.3444287180900574,0
FGF5,RET,0,0,0.07191517949104309,0
FGF23,RET,0,0,0,0
PGF,RET,0,0,0.42958298325538635,0
LGALS1,RET,0,0,0.6650304198265076,0
IGF1,FLT1,0,0,0,0
EGF,FLT1,0,0,0,0
NGF,FLT1,0,0,0,0
CSF1,FLT1,0,0,0,0
CSF2,FLT1,0,0,0,0
HGF,FLT1,0,0,0,0
AREG,FLT1,0,0,0,0
PDGFA,FLT1,0,0,0,0
PDGFB,FLT1,0,0,0,0
ANGPT2,FLT1,0,0,0,0
ANGPT1,FLT1,0,0,0,0
ANGPT4,FLT1,0,0,0,0
KDR,FLT1,0,0,0,0
FLT4,FLT1,0,0,0,0
BDNF,FLT1,0,0,0,0
EREG,FLT1,0,0,0,0
VEGFD,FLT1,0,0,0,0
FGF5,FLT1,0,0,0,0
FGF23,FLT1,0,0,0,0
PGF,FLT1,0,0,0,0
TNF,TRPM2,0,0,0,0
EGF,HSP90AB1,0,0,0,0
IL4,LGALS3,0,0,0,0
MUC1,LGALS3,0,0,0,0
CSF2,LGALS3,0,0,0,0
TNF,NR3C1,0,0,0,0
RLN1,NR3C1,0,0,0,0
GC,NR3C1,0,0,0,0
HGF,THBS1,0,0,0,0.8366579413414001
IL18,THBS1,0,0,0,0.04511796683073044
VWF,THBS1,0,0,0,0
IGF1,ITGAV,0,0,0,0.9762062430381775
NRG1,ITGAV,0,0,0,0.06104196235537529
PTN,ITGAV,0,0,0,1.1058475971221924
L1CAM,ITGAV,0,0.0791843980550766,0,0
VTN,ITGAV,0,0,0,0.4595452547073364
THBS1,ITGAV,0,0,0,0.06528335809707642
THBS2,ITGAV,0,0,0,0
CTGF,ITGAV,0,0,0,0.1989394873380661
VWF,ITGAV,0,0,0,0
PECAM1,ITGAV,0,0,0,0
TNC,ITGAV,0,0,0,0
MFGE8,ITGAV,0,0,0,0.9320160746574402
ANGPTL4,ITGAV,0,0,0,0.26953575015068054
DMP1,ITGAV,0,0,0,0.08046433329582214
ICAM4,ITGAV,0,0,0,0.033699385821819305
SPP1,ITGAV,0,0,0,0
CYR61,ITGAV,0,0,0,0
EDIL3,ITGAV,0,0,0,0
POSTN,ITGAV,0,0,0,0.040369778871536255
THBS4,ITGAV,0,0,0,0
CCL2,CCR2,0,0,0.5465730428695679,0
CXCL9,CCR2,0,0,0.47118884325027466,0
CCL5,CCR2,0.5570690035820007,0,0,0
CCL8,CCR2,0,0,0,0
CCL4,CCR2,0.29340776801109314,0,0,0
CD40LG,CCR2,0.3092489540576935,0,0,0
CXCL10,CCR2,0,0,1.0858793258666992,0
CXCL12,CCR2,0,0,0.8409839868545532,0
CCL3,CCR2,0,0,0,0
CCL7,CCR2,0,0,0.42959222197532654,0
CCL11,CCR2,0,0,0.5223482847213745,0
CCL24,CCR2,0,0,0,0
CCL17,CCR2,0,0,0,0
CCL22,CCR2,0,0,0,0
CCL20,CCR2,0,0,0,0
CCL1,CCR2,0,0,0,0
CXCL1,CCR2,0,0,0.4933212995529175,0
CXCL2,CCR2,0,0,0,0
CXCL3,CCR2,0,0,0,0
CXCL5,CCR2,0,0,0,0
PPBP,CCR2,0,0,0,0
CXCL13,CCR2,0,0,0.303569495677948,0
XCL1,CCR2,0.5299145579338074,0,0,0
PF4,CCR2,0.2520172894001007,0,0,0
CXCL14,CCR2,0,0,0.8104519248008728,0
CYTL1,CCR2,0,0,0,0
MSMP,CCR2,0,0,0,0
CCL2,CCR3,0,0,0,0
CXCL9,CCR3,0,0,0,0
CCL5,CCR3,0,0,0,0
CCL8,CCR3,0,0,0,0
CCL4,CCR3,0,0,0,0
IL4,CCR3,0,0,0,0
CXCL10,CCR3,0,0,0,0
IL2,CCR3,0,0,0,0
CXCL12,CCR3,0,0,0,0
CCL3,CCR3,0,0,0,0
CCL7,CCR3,0,0,0,0
CCL11,CCR3,0,0,0,0
CCL24,CCR3,0,0,0,0
CCL17,CCR3,0,0,0,0
CCL22,CCR3,0,0,0,0
CCL20,CCR3,0,0,0,0
CCL1,CCR3,0,0,0,0
CXCL1,CCR3,0,0,0,0
CXCL2,CCR3,0,0,0,0
CXCL3,CCR3,0,0,0,0
CXCL5,CCR3,0,0,0,0
PPBP,CCR3,0,0,0,0
CXCL13,CCR3,0,0,0,0
XCL1,CCR3,0,0,0,0
PF4,CCR3,0,0,0,0
CXCL14,CCR3,0,0,0,0
CCL2,CCR5,0,0,0.5280354022979736,0
CXCL9,CCR5,0,0,0.4526512026786804,0
CCL5,CCR5,0.5385313034057617,0,0,0
CCL8,CCR5,0,0,0,0
CCL4,CCR5,0.2748701274394989,0,0,0
CXCL10,CCR5,0,0,1.067341685295105,0
IL2,CCR5,0.234257772564888,0,0,0
IL12A,CCR5,0,0,0,0
CXCL12,CCR5,0,0,0.822446346282959,0
CCL3,CCR5,0,0,0,0
CCL7,CCR5,0,0,0.4110545516014099,0
CCL11,CCR5,0,0,0.5038106441497803,0
CCL24,CCR5,0,0,0,0
CCL17,CCR5,0,0,0,0
CCL22,CCR5,0,0,0,0
CCL20,CCR5,0,0,0,0
CCL1,CCR5,0,0,0,0
CXCL1,CCR5,0,0,0.47478362917900085,0
CXCL2,CCR5,0,0,0,0
CXCL3,CCR5,0,0,0,0
CXCL5,CCR5,0,0,0,0
PPBP,CCR5,0,0,0,0
CXCL13,CCR5,0,0,0.28503185510635376,0
IL12B,CCR5,0,0,0,0
IL18,CCR5,0,0,0.22878500819206238,0
XCL1,CCR5,0.5113769173622131,0,0,0
ORM1,CCR5,0,0,0,0
PF4,CCR5,0.23347964882850647,0,0,0
CXCL14,CCR5,0,0,0.7919142246246338,0
S100A4,CCR5,0.38691601157188416,0,0,0
CCL2,CCR1,0,0,0,0
IL10,CCR1,0,0,0,0
CXCL9,CCR1,0,0,0,0
CCL5,CCR1,0,0,0,0
CCL8,CCR1,0,0,0,0
CCL4,CCR1,0,0,0,0
CXCL10,CCR1,0,0,0,0
CSF2,CCR1,0,0,0,0
CXCL12,CCR1,0,0,0,0
CCL3,CCR1,0,0,0,0
CCL7,CCR1,0,0,0,0
CCL11,CCR1,0,0,0,0
CCL24,CCR1,0,0,0,0
CCL17,CCR1,0,0,0,0
CCL22,CCR1,0,0,0,0
CCL20,CCR1,0,0,0,0
CCL1,CCR1,0,0,0,0
CXCL1,CCR1,0,0,0,0
CXCL2,CCR1,0,0,0,0
CXCL3,CCR1,0,0,0,0
CXCL5,CCR1,0,0,0,0
PPBP,CCR1,0,0,0,0
CXCL13,CCR1,0,0,0,0
XCL1,CCR1,0,0,0,0
PF4,CCR1,0,0,0,0
CXCL14,CCR1,0,0,0,0
CCL2,ACKR1,0,0,0,0
CXCL9,ACKR1,0,0,0,0
CCL5,ACKR1,0,0,0,0
CCL8,ACKR1,0,0,0,0
CXCL10,ACKR1,0,0,0,0
CCL7,ACKR1,0,0,0,0
CCL11,ACKR1,0,0,0,0
CCL17,ACKR1,0,0,0,0
CCL22,ACKR1,0,0,0,0
CCL1,ACKR1,0,0,0,0
CXCL1,ACKR1,0,0,0,0
